curve_family,channel,spend,spend_share,observed_total_spend,mean,lower,upper
response,channel_1,2.273130318989899e7,0.898989898989899,2.52853822e7,9.535985700619599e6,5.19156290867033e6,1.5460506965233713e7
response,channel_1,2.298671109090909e7,0.9090909090909091,2.52853822e7,9.614542783116665e6,5.247296221188166e6,1.5551000955358773e7
response,channel_1,2.324211899191919e7,0.9191919191919191,2.52853822e7,9.69260923698038e6,5.302951507676651e6,1.5640596585556157e7
response,channel_1,2.3497526892929293e7,0.9292929292929293,2.52853822e7,9.770190354610741e6,5.358528300910985e6,1.572931000023097e7
response,channel_1,2.3752934793939393e7,0.9393939393939393,2.52853822e7,9.84729136363435e6,5.414245316017381e6,1.581708124827105e7
response,channel_1,2.4008342694949493e7,0.9494949494949494,2.52853822e7,9.923917426951876e6,5.470058836293492e6,1.590396171996451e7
response,channel_1,2.4263750595959596e7,0.9595959595959597,2.52853822e7,1.000007364285907e7,5.525800250167984e6,1.6024370185622334e7
response,channel_1,2.4519158496969696e7,0.9696969696969697,2.52853822e7,1.0075765045234933e7,5.581469038311902e6,1.6143955819513733e7
response,channel_1,2.4774566397979796e7,0.9797979797979798,2.52853822e7,1.0150996603791283e7,5.637064687903572e6,1.6262727787943825e7
response,channel_1,2.50299742989899e7,0.98989898989899,2.52853822e7,1.022577322437813e7,5.692586692635904e6,1.6380695177674653e7
response,channel_1,2.52853822e7,1.0,2.52853822e7,1.0300099749339854e7,5.747205274118772e6,1.6497866993469737e7
saturation,channel_1,0.0,0.0,2.52853822e7,0.0,0.0,0.0
saturation,channel_1,255407.901010101,0.0101010101010101,2.52853822e7,111802.50485024237,53391.47993612063,193995.17101987498
saturation,channel_1,510815.802020202,0.0202020202020202,2.52853822e7,223567.0393038548,106761.36784956713,387831.93053177465
saturation,channel_1,766223.703030303,0.030303030303030304,2.52853822e7,335255.8045360816,160127.68850919325,581462.0531179372
saturation,channel_1,1.021631604040404e6,0.0404040404040404,2.52853822e7,446831.3420786886,213476.79609030357,774750.6124318148
saturation,channel_1,1.277039505050505e6,0.050505050505050504,2.52853822e7,558256.6971355024,266802.9907915151,967586.1488931283
saturation,channel_1,1.532447406060606e6,0.06060606060606061,2.52853822e7,669495.5739503193,320100.6049437899,1.1598561109374515e6
saturation,channel_1,1.787855307070707e6,0.0707070707070707,2.52853822e7,780512.4810361761,373364.0106182537,1.3513854063624486e6
saturation,channel_1,2.043263208080808e6,0.0808080808080808,2.52853822e7,891272.8644277761,426587.6269615902,1.5417149994049075e6
saturation,channel_1,2.298671109090909e6,0.0909090909090909,2.52853822e7,1.0017432275149667e6,479765.9272151664,1.7299703055624454e6
saturation,channel_1,2.55407901010101e6,0.10101010101010101,2.52853822e7,1.1118912364316776e6,532930.7269292726,1.9173447578589714e6
saturation,channel_1,2.809486911111111e6,0.1111111111111111,2.52853822e7,1.2216858103896957e6,586050.9785963655,2.1055615005018874e6
saturation,channel_1,3.064894812121212e6,0.12121212121212122,2.52853822e7,1.3310971967408839e6,639122.1485131517,2.2879332868900476e6
saturation,channel_1,3.320302713131313e6,0.13131313131313133,2.52853822e7,1.4400970309094482e6,692139.9080347851,2.466594617442374e6
saturation,channel_1,3.575710614141414e6,0.1414141414141414,2.52853822e7,1.5486583816466557e6,745099.9626538575,2.6461712266852786e6
saturation,channel_1,3.831118515151515e6,0.15151515151515152,2.52853822e7,1.656755782317378e6,797998.0545812269,2.8236495499455747e6
saturation,channel_1,4.086526416161616e6,0.1616161616161616,2.52853822e7,1.7643652491286164e6,850829.9652661121,2.998963706340517e6
saturation,channel_1,4.341934317171717e6,0.1717171717171717,2.52853822e7,1.8714642873557883e6,903591.5178517635,3.1720661381713287e6
saturation,channel_1,4.597342218181818e6,0.1818181818181818,2.52853822e7,1.9780318867167842e6,956278.5795632032,3.342896416011003e6
saturation,channel_1,4.852750119191919e6,0.19191919191919193,2.52853822e7,2.084048507092294e6,1.0088870640237515e6,3.511838308362605e6
saturation,channel_1,5.10815802020202e6,0.20202020202020202,2.52853822e7,2.1894960558003006e6,1.0614129334972622e6,3.6849478789486988e6
saturation,channel_1,5.363565921212121e6,0.21212121212121213,2.52853822e7,2.2943578576101433e6,1.1138522010532143e6,3.8564426020296393e6
saturation,channel_1,5.618973822222222e6,0.2222222222222222,2.52853822e7,2.3986186186340475e6,1.166200932652037e6,4.026282958227284e6
saturation,channel_1,5.874381723232323e6,0.23232323232323232,2.52853822e7,2.5022643851682087e6,1.2184552491482755e6,4.194433712253206e6
saturation,channel_1,6.129789624242424e6,0.24242424242424243,2.52853822e7,2.6052824984769775e6,1.2706113282094384e6,4.360863807098822e6
saturation,channel_1,6.385197525252525e6,0.2525252525252525,2.52853822e7,2.7076615464276355e6,1.3226654061486085e6,4.525546241015777e6
saturation,channel_1,6.640605426262626e6,0.26262626262626265,2.52853822e7,2.809391312793549e6,1.37461377966914e6,4.68845792976988e6
saturation,channel_1,6.896013327272727e6,0.2727272727272727,2.52853822e7,2.9104627249535164e6,1.4264528075199884e6,4.849579556587395e6
saturation,channel_1,7.151421228282828e6,0.2828282828282828,2.52853822e7,3.010867800627391e6,1.4781789120604864e6,5.008895412116364e6
saturation,channel_1,7.406829129292929e6,0.29292929292929293,2.52853822e7,3.110599594204172e6,1.5297885807335847e6,5.166393226603878e6
saturation,channel_1,7.66223703030303e6,0.30303030303030304,2.52853822e7,3.2096521431402722e6,1.5812783674468314e6,5.322146333274181e6
saturation,channel_1,7.917644931313131e6,0.31313131313131315,2.52853822e7,3.308020414833009e6,1.6328035591257445e6,5.486564550879521e6
saturation,channel_1,8.173052832323232e6,0.3232323232323232,2.52853822e7,3.405700254308232e6,1.6839980530199672e6,5.649861099263849e6
saturation,channel_1,8.428460733333332e6,0.3333333333333333,2.52853822e7,3.5026883330012676e6,1.7357937126632559e6,5.812021062857832e6
saturation,channel_1,8.683868634343434e6,0.3434343434343434,2.52853822e7,3.598982098857123e6,1.7880204034210711e6,5.973030855818768e6
saturation,channel_1,8.939276535353536e6,0.35353535353535354,2.52853822e7,3.6945797279287525e6,1.8395956865231153e6,6.132878189603421e6
saturation,channel_1,9.194684436363636e6,0.3636363636363636,2.52853822e7,3.7894800776108904e6,1.8910856443738576e6,6.2785334620552445e6
saturation,channel_1,9.450092337373737e6,0.37373737373737376,2.52853822e7,3.883682641611021e6,1.9424882247610677e6,6.421276476860553e6
saturation,channel_1,9.705500238383839e6,0.38383838383838387,2.52853822e7,3.9771875067280917e6,1.9938014051033193e6,6.557838920419443e6
saturation,channel_1,9.960908139393939e6,0.3939393939393939,2.52853822e7,4.0699953114830866e6,2.045023192896019e6,6.672518550807231e6
saturation,channel_1,1.021631604040404e7,0.40404040404040403,2.52853822e7,4.162107206623083e6,2.0961516261324026e6,6.784890304979104e6
saturation,channel_1,1.0471723941414142e7,0.4141414141414142,2.52853822e7,4.253524817501556e6,2.147184773699523e6,6.9140177582501555e6
saturation,channel_1,1.0727131842424242e7,0.42424242424242425,2.52853822e7,4.344250208321996e6,2.198120735749266e6,7.048008986205752e6
saturation,channel_1,1.0982539743434343e7,0.43434343434343436,2.52853822e7,4.434285848218971e6,2.249045045962905e6,7.180273685506094e6
saturation,channel_1,1.1237947644444443e7,0.4444444444444444,2.52853822e7,4.523634579140313e6,2.299887741933161e6,7.310830665803385e6
saturation,channel_1,1.1493355545454545e7,0.45454545454545453,2.52853822e7,4.612299585485718e6,2.3506342714332896e6,7.439699623458003e6
saturation,channel_1,1.1748763446464647e7,0.46464646464646464,2.52853822e7,4.700284365450581e6,2.401282940420329e6,7.566901029249942e6
saturation,channel_1,1.2004171347474746e7,0.4747474747474747,2.52853822e7,4.787592704018824e6,2.451832083884155e6,7.692456023008056e6
saturation,channel_1,1.2259579248484848e7,0.48484848484848486,2.52853822e7,4.874228647544968e6,2.5022800660848613e6,7.816386315033145e6
saturation,channel_1,1.251498714949495e7,0.494949494949495,2.52853822e7,4.960196479863095e6,2.5526252807699526e6,7.938714094153218e6
saturation,channel_1,1.277039505050505e7,0.505050505050505,2.52853822e7,5.045500699858907e6,2.5992587772960863e6,8.059461942218724e6
saturation,channel_1,1.3025802951515151e7,0.5151515151515151,2.52853822e7,5.130146000440323e6,2.6498475370568894e6,8.1786527548210025e6
saturation,channel_1,1.3281210852525253e7,0.5252525252525253,2.52853822e7,5.214137248841923e6,2.700797177208103e6,8.296309667998206e6
saturation,channel_1,1.3536618753535353e7,0.5353535353535354,2.52853822e7,5.297479468199167e6,2.7514909301585243e6,8.412455990679063e6
saturation,channel_1,1.3792026654545454e7,0.5454545454545454,2.52853822e7,5.380177820329101e6,2.8011242571830703e6,8.52711514260485e6
saturation,channel_1,1.4047434555555556e7,0.5555555555555556,2.52853822e7,5.4622375896556135e6,2.8506386699965238e6,8.640310597464083e6
saturation,channel_1,1.4302842456565656e7,0.5656565656565656,2.52853822e7,5.543664168218869e6,2.900032731806562e6,8.76886615755894e6
saturation,channel_1,1.4558250357575757e7,0.5757575757575758,2.52853822e7,5.624463041710291e6,2.949305039778792e6,8.898870140338913e6
saturation,channel_1,1.4813658258585857e7,0.5858585858585859,2.52853822e7,5.704639776476441e6,2.9984542250384907e6,9.009210582585936e6
saturation,channel_1,1.5069066159595959e7,0.5959595959595959,2.52853822e7,5.7842000074371975e6,3.0474789526523715e6,9.136528819168225e6
saturation,channel_1,1.532447406060606e7,0.6060606060606061,2.52853822e7,5.86314942686577e6,3.096377921590872e6,9.247402123421017e6
saturation,channel_1,1.557988196161616e7,0.6161616161616161,2.52853822e7,5.941493773980258e6,3.145149864671417e6,9.3664746555059e6
saturation,channel_1,1.5835289862626262e7,0.6262626262626263,2.52853822e7,6.019238825298762e6,3.1937935484831715e6,9.484403510215549e6
saturation,channel_1,1.6090697763636364e7,0.6363636363636364,2.52853822e7,6.0963903857120825e6,3.242307773293776e6,9.588105617641123e6
saturation,channel_1,1.6346105664646463e7,0.6464646464646464,2.52853822e7,6.172954280230449e6,3.2906913729385915e6,9.686310521794269e6
saturation,channel_1,1.6601513565656565e7,0.6565656565656566,2.52853822e7,6.248936346362704e6,3.338943214692951e6,9.782561596426168e6
saturation,channel_1,1.6856921466666665e7,0.6666666666666666,2.52853822e7,6.3243424270885335e6,3.38706219912796e6,9.877571993455175e6
saturation,channel_1,1.711232936767677e7,0.6767676767676768,2.52853822e7,6.399178364386438e6,3.4350472599503687e6,9.963464040587917e6
saturation,channel_1,1.736773726868687e7,0.6868686868686869,2.52853822e7,6.473449993282017e6,3.482897363827042e6,1.0047702067256091e7
saturation,channel_1,1.7623145169696968e7,0.6969696969696969,2.52853822e7,6.547163136383168e6,3.53061151019458e6,1.0153911781036522e7
saturation,channel_1,1.787855307070707e7,0.7070707070707071,2.52853822e7,6.620323598870587e6,3.578188731054604e6,1.0248296907530077e7
saturation,channel_1,1.813396097171717e7,0.7171717171717171,2.52853822e7,6.692937163913765e6,3.625793012573586e6,1.0337824293532128e7
saturation,channel_1,1.838936887272727e7,0.7272727272727272,2.52853822e7,6.765009588484367e6,3.6733559462781674e6,1.042624625160212e7
saturation,channel_1,1.8644776773737375e7,0.7373737373737375,2.52853822e7,6.8365465995405195e6,3.7207879586832616e6,1.0513301816568136e7
saturation,channel_1,1.8900184674747474e7,0.7474747474747475,2.52853822e7,6.90755389055705e6,3.7680882099139728e6,1.0599455993297158e7
saturation,channel_1,1.9155592575757574e7,0.7575757575757576,2.52853822e7,6.978037118378269e6,3.8152558888142034e6,1.06893516841582e7
saturation,channel_1,1.9411000476767678e7,0.7676767676767677,2.52853822e7,7.048001900371207e6,3.8622902127304533e6,1.0774678663438445e7
saturation,channel_1,1.9666408377777778e7,0.7777777777777778,2.52853822e7,7.117453811858637e6,3.909190427285234e6,1.0857174527942376e7
saturation,channel_1,1.9921816278787877e7,0.7878787878787878,2.52853822e7,7.1863983838124005e6,3.9559558061404973e6,1.095436582813189e7
saturation,channel_1,2.017722417979798e7,0.797979797979798,2.52853822e7,7.254841100788816e6,4.0025856507515265e6,1.105385021363166e7
saturation,channel_1,2.043263208080808e7,0.8080808080808081,2.52853822e7,7.322787399089053e6,4.049079290111716e6,1.1151306636337494e7
saturation,channel_1,2.068803998181818e7,0.8181818181818181,2.52853822e7,7.39024266512842e6,4.095436080488682e6,1.1232092811151218e7
saturation,channel_1,2.0943447882828284e7,0.8282828282828284,2.52853822e7,7.457212233999554e6,4.1416554051520918e6,1.1302289583119571e7
saturation,channel_1,2.1198855783838384e7,0.8383838383838385,2.52853822e7,7.523701388215406e6,4.187736674093672e6,1.138240933478683e7
saturation,channel_1,2.1454263684848484e7,0.8484848484848485,2.52853822e7,7.589715356618897e6,4.233410801785565e6,1.1474146862358822e7
saturation,channel_1,2.1709671585858583e7,0.8585858585858586,2.52853822e7,7.6552593134468645e6,4.2763430780994445e6,1.1565026341246504e7
saturation,channel_1,2.1965079486868687e7,0.8686868686868687,2.52853822e7,7.720338377536789e6,4.313254687653551e6,1.1655059253214817e7
saturation,channel_1,2.2220487387878787e7,0.8787878787878788,2.52853822e7,7.784957611665529e6,4.345369484428955e6,1.1744256950315997e7
saturation,channel_1,2.2475895288888887e7,0.8888888888888888,2.52853822e7,7.849122022009978e6,4.390705617765034e6,1.1832630651137898e7
saturation,channel_1,2.273130318989899e7,0.898989898989899,2.52853822e7,7.9128365577202365e6,4.438651862768902e6,1.1920191437532037e7
saturation,channel_1,2.298671109090909e7,0.9090909090909091,2.52853822e7,7.976106110596486e6,4.485370239540364e6,1.2006950251790898e7
saturation,channel_1,2.324211899191919e7,0.9191919191919191,2.52853822e7,8.038935514861421e6,4.526148222708945e6,1.2092917894245325e7
saturation,channel_1,2.3497526892929293e7,0.9292929292929293,2.52853822e7,8.101329547020504e6,4.566712138647818e6,1.2178105021254286e7
saturation,channel_1,2.3752934793939393e7,0.9393939393939393,2.52853822e7,8.163292925802956e6,4.60706270230693e6,1.2262522143560475e7
saturation,channel_1,2.4008342694949493e7,0.9494949494949494,2.52853822e7,8.224830312176816e6,4.6472006551483e6,1.2346179624986596e7
saturation,channel_1,2.4263750595959596e7,0.9595959595959597,2.52853822e7,8.285946309431838e6,4.687126764071973e6,1.2428941553125432e7
saturation,channel_1,2.4519158496969696e7,0.9696969696969697,2.52853822e7,8.346645463324477e6,4.726841820363517e6,1.2510962995279575e7
saturation,channel_1,2.4774566397979796e7,0.9797979797979798,2.52853822e7,8.406932262279559e6,4.766346638663142e6,1.2592254725295635e7
saturation,channel_1,2.50299742989899e7,0.98989898989899,2.52853822e7,8.46681113764361e6,4.805816619726121e6,1.2682971254433801e7
saturation,channel_1,2.52853822e7,1.0,2.52853822e7,8.526286463985214e6,4.845446894671823e6,1.277964537916254e7
adstock,channel_1,0.0,0.0,2.52853822e7,0.0,0.0,0.0
adstock,channel_1,255407.901010101,0.0101010101010101,2.52853822e7,304699.6467737105,259386.61505115285,389241.37609771255
adstock,channel_1,510815.802020202,0.0202020202020202,2.52853822e7,609399.293547421,518773.2301023057,778482.7521954251
adstock,channel_1,766223.703030303,0.030303030303030304,2.52853822e7,914098.9403211314,778159.845153459,1.1677241282931378e6
adstock,channel_1,1.021631604040404e6,0.0404040404040404,2.52853822e7,1.218798587094842e6,1.0375464602046114e6,1.5569655043908502e6
adstock,channel_1,1.277039505050505e6,0.050505050505050504,2.52853822e7,1.523498233868552e6,1.2969330752557646e6,1.9462068804885633e6
adstock,channel_1,1.532447406060606e6,0.06060606060606061,2.52853822e7,1.8281978806422628e6,1.556319690306918e6,2.3354482565862755e6
adstock,channel_1,1.787855307070707e6,0.0707070707070707,2.52853822e7,2.132897527415973e6,1.8157063053580693e6,2.7246896326839877e6
adstock,channel_1,2.043263208080808e6,0.0808080808080808,2.52853822e7,2.437597174189684e6,2.0750929204092228e6,3.1139310087817004e6
adstock,channel_1,2.298671109090909e6,0.0909090909090909,2.52853822e7,2.742296820963394e6,2.3344795354603757e6,3.5031723848794126e6
adstock,channel_1,2.55407901010101e6,0.10101010101010101,2.52853822e7,3.046996467737104e6,2.5938661505115293e6,3.8924137609771267e6
adstock,channel_1,2.809486911111111e6,0.1111111111111111,2.52853822e7,3.351696114510814e6,2.853252765562683e6,4.281655137074838e6
adstock,channel_1,3.064894812121212e6,0.12121212121212122,2.52853822e7,3.6563957612845255e6,3.112639380613836e6,4.670896513172551e6
