curve_family,channel,spend,spend_share,observed_total_spend,mean,lower,upper
response,channel_1,2.273130318989899e7,0.898989898989899,2.52853822e7,9.535985700619599e6,5.19156290867033e6,1.5460506965233713e7
response,channel_1,2.298671109090909e7,0.9090909090909091,2.52853822e7,9.614542783116665e6,5.247296221188166e6,1.5551000955358773e7
response,channel_1,2.324211899191919e7,0.9191919191919191,2.52853822e7,9.69260923698038e6,5.302951507676651e6,1.5640596585556157e7
response,channel_1,2.3497526892929293e7,0.9292929292929293,2.52853822e7,9.770190354610741e6,5.358528300910985e6,1.572931000023097e7
response,channel_1,2.3752934793939393e7,0.9393939393939393,2.52853822e7,9.84729136363435e6,5.414245316017381e6,1.581708124827105e7
response,channel_1,2.4008342694949493e7,0.9494949494949494,2.52853822e7,9.923917426951876e6,5.470058836293492e6,1.590396171996451e7
response,channel_1,2.4263750595959596e7,0.9595959595959597,2.52853822e7,1.000007364285907e7,5.525800250167984e6,1.6024370185622334e7
response,channel_1,2.4519158496969696e7,0.9696969696969697,2.52853822e7,1.0075765045234933e7,5.581469038311902e6,1.6143955819513733e7
response,channel_1,2.4774566397979796e7,0.9797979797979798,2.52853822e7,1.0150996603791283e7,5.637064687903572e6,1.6262727787943825e7
response,channel_1,2.50299742989899e7,0.98989898989899,2.52853822e7,1.022577322437813e7,5.692586692635904e6,1.6380695177674653e7
response,channel_1,2.52853822e7,1.0,2.52853822e7,1.0300099749339854e7,5.747205274118772e6,1.6497866993469737e7
response,channel_2,0.0,0.0,2.0479998400000002e7,0.0,0.0,0.0
response,channel_2,206868.67070707073,0.010101010101010102,2.0479998400000002e7,58126.203429925845,6808.983513324878,146426.7769482518
response,channel_2,413737.34141414147,0.020202020202020204,2.0479998400000002e7,116240.64549906063,13617.795494291722,292845.28381091
response,channel_2,620606.0121212122,0.030303030303030304,2.0479998400000002e7,174331.6174244552,20426.2644472092,439247.2542842602
response,channel_2,827474.6828282829,0.04040404040404041,2.0479998400000002e7,232387.51441956332,27234.21894969381,585624.4296233368
response,channel_2,1.0343433535353537e6,0.050505050505050504,2.0479998400000002e7,290396.8848612673,34041.48768926004,731968.5624087896
response,channel_2,1.2412120242424244e6,0.06060606060606061,2.0479998400000002e7,348348.4762399836,40847.899499833875,878271.4202987741
response,channel_2,1.4480806949494951e6,0.0707070707070707,2.0479998400000002e7,406231.27710099926,47653.2833981647,1.0245247897609387e6
response,channel_2,1.6549493656565659e6,0.08080808080808081,2.0479998400000002e7,464034.55438831897,54457.46862011034,1.1707204797796323e6
response,channel_2,1.8618180363636366e6,0.09090909090909091,2.0479998400000002e7,521747.8858166271,61260.28465676998,1.3168503255335116e6
response,channel_2,2.0686867070707073e6,0.10101010101010101,2.0479998400000002e7,579361.187105197,68061.561290441,1.4629061920388232e6
response,channel_2,2.275555377777778e6,0.11111111111111112,2.0479998400000002e7,636864.7340955533,74861.12863037485,1.6088799777537081e6
response,channel_2,2.482424048484849e6,0.12121212121212122,2.0479998400000002e7,694249.1799324984,81658.81714830792,1.7547636181389787e6
response,channel_2,2.6892927191919195e6,0.13131313131313133,2.0479998400000002e7,751505.5676104606,88454.45771374405,1.900549089170949e6
response,channel_2,2.8961613898989903e6,0.1414141414141414,2.0479998400000002e7,808625.3382729699,95247.8816289652,2.0462284108019827e6
response,channel_2,3.103030060606061e6,0.15151515151515152,2.0479998400000002e7,865600.3357047421,102038.92066374756,2.191793650364622e6
response,channel_2,3.3098987313131317e6,0.16161616161616163,2.0479998400000002e7,922422.807477966,108827.40708976059,2.3372369259152035e6
response,channel_2,3.5167674020202025e6,0.1717171717171717,2.0479998400000002e7,979085.4032127949,115613.17371462737,2.4825504095131443e6
response,channel_2,3.723636072727273e6,0.18181818181818182,2.0479998400000002e7,1.0355811703928316e6,122396.053915625,2.6277263304321226e6
response,channel_2,3.930504743434344e6,0.19191919191919193,2.0479998400000002e7,1.0919035481452914e6,129175.88167300413,2.7727569782996182e6
response,channel_2,4.1373734141414147e6,0.20202020202020202,2.0479998400000002e7,1.1480463593574904e6,135952.49160290725,2.917634706161449e6
response,channel_2,4.344242084848485e6,0.2121212121212121,2.0479998400000002e7,1.2040038014601744e6,142725.71898986728,3.0623519334680703e6
response,channel_2,4.551110755555556e6,0.22222222222222224,2.0479998400000002e7,1.2597704361669454e6,149495.3998188661,3.206901148979654e6
response,channel_2,4.757979426262626e6,0.2323232323232323,2.0479998400000002e7,1.3153411784196114e6,156261.37080693617,3.351274913587119e6
response,channel_2,4.964848096969698e6,0.24242424242424243,2.0479998400000002e7,1.370711284752877e6,163023.46943428725,3.495465863046496e6
response,channel_2,5.171716767676768e6,0.2525252525252525,2.0479998400000002e7,1.4258763412590243e6,169781.53397494036,3.639440037492288e6
response,channel_2,5.378585438383839e6,0.26262626262626265,2.0479998400000002e7,1.4808322513043734e6,176535.4035268557,3.7829590592762916e6
response,channel_2,5.585454109090909e6,0.2727272727272727,2.0479998400000002e7,1.5355752231240908e6,183284.9180415351,3.926244244983079e6
response,channel_2,5.792322779797981e6,0.2828282828282828,2.0479998400000002e7,1.5901017574003432e6,190029.91835308913,4.0692880857016332e6
response,channel_2,5.999191450505051e6,0.29292929292929293,2.0479998400000002e7,1.6444086349101774e6,196770.24620675106,4.208858192533226e6
response,channel_2,6.206060121212122e6,0.30303030303030304,2.0479998400000002e7,1.698492904313839e6,203505.74428682617,4.344607724395027e6
response,channel_2,6.412928791919192e6,0.3131313131313131,2.0479998400000002e7,1.7523518701408035e6,210236.256244065,4.479515044992372e6
response,channel_2,6.6197974626262635e6,0.32323232323232326,2.0479998400000002e7,1.805983081019526e6,216961.62672244798,4.613567918825985e6
response,channel_2,6.826666133333334e6,0.3333333333333333,2.0479998400000002e7,1.8593843181872752e6,223681.7013853698,4.746755130658649e6
response,channel_2,7.033534804040405e6,0.3434343434343434,2.0479998400000002e7,1.9125535843083728e6,230396.32694121625,4.879066458340819e6
response,channel_2,7.240403474747475e6,0.35353535353535354,2.0479998400000002e7,1.9654890926222294e6,237105.35116832162,5.010492644090307e6
response,channel_2,7.447272145454546e6,0.36363636363636365,2.0479998400000002e7,2.0181892564368267e6,243808.62293930043,5.140679258419548e6
response,channel_2,7.654140816161617e6,0.3737373737373737,2.0479998400000002e7,2.07065267897836e6,250505.9922447432,5.269565148274486e6
response,channel_2,7.861009486868688e6,0.38383838383838387,2.0479998400000002e7,2.122878143603639e6,257197.31021627394,5.397498692530209e6
response,channel_2,8.067878157575758e6,0.3939393939393939,2.0479998400000002e7,2.174864604378381e6,263882.42914895667,5.52447449408934e6
response,channel_2,8.274746828282829e6,0.40404040404040403,2.0479998400000002e7,2.2266111770216036e6,270561.20252305357,5.650488008146266e6
response,channel_2,8.4816154989899e6,0.4141414141414142,2.0479998400000002e7,2.2781171302139387e6,277233.485025122,5.775535505595454e6
response,channel_2,8.68848416969697e6,0.4242424242424242,2.0479998400000002e7,2.3293818772656536e6,283899.13256845355,5.899614036509884e6
response,channel_2,8.895352840404041e6,0.4343434343434343,2.0479998400000002e7,2.380404968138558e6,290558.00231284776,6.0227158192563895e6
response,channel_2,9.102221511111112e6,0.4444444444444445,2.0479998400000002e7,2.4311860818146365e6,297209.9526837183,6.1442731744380295e6
response,channel_2,9.309090181818184e6,0.4545454545454546,2.0479998400000002e7,2.4817250190031915e6,303854.8433905328,6.264837039745391e6
response,channel_2,9.515958852525253e6,0.4646464646464646,2.0479998400000002e7,2.5320216951774536e6,310492.53544458165,6.375046741948302e6
response,channel_2,9.722827523232324e6,0.47474747474747475,2.0479998400000002e7,2.5820761339310054e6,317122.8911760777,6.477006601725831e6
response,channel_2,9.929696193939395e6,0.48484848484848486,2.0479998400000002e7,2.6318884606438833e6,323745.7742505854,6.587856798987121e6
response,channel_2,1.0136564864646466e7,0.494949494949495,2.0479998400000002e7,2.6814588964479277e6,330361.0496847821,6.689021133096743e6
response,channel_2,1.0343433535353536e7,0.505050505050505,2.0479998400000002e7,2.730787752480754e6,336968.58386155183,6.788446036368132e6
response,channel_2,1.0550302206060607e7,0.5151515151515151,2.0479998400000002e7,2.779875424417638e6,343568.2445444127,6.885275182191243e6
response,channel_2,1.0757170876767678e7,0.5252525252525253,2.0479998400000002e7,2.8287223872705814e6,350159.90089128225,6.980754711824521e6
response,channel_2,1.096403954747475e7,0.5353535353535354,2.0479998400000002e7,2.877329190443935e6,356743.42346758227,7.105332611019919e6
response,channel_2,1.1170908218181819e7,0.5454545454545454,2.0479998400000002e7,2.925696453036053e6,363318.68425868853,7.216232209335952e6
response,channel_2,1.137777688888889e7,0.5555555555555556,2.0479998400000002e7,2.9738248593766396e6,369885.5566817281,7.3061153488663575e6
response,channel_2,1.1584645559595961e7,0.5656565656565656,2.0479998400000002e7,3.021715154789657e6,376443.91559672786,7.394717357454278e6
response,channel_2,1.1791514230303032e7,0.5757575757575758,2.0479998400000002e7,3.069368141571945e6,382993.637317123,7.480701322259996e6
response,channel_2,1.1998382901010102e7,0.5858585858585859,2.0479998400000002e7,3.1167846751779113e6,389534.5996196263,7.568222843369396e6
response,channel_2,1.2205251571717173e7,0.5959595959595959,2.0479998400000002e7,3.163965660600986e6,396066.6817534685,7.685422799891197e6
response,channel_2,1.2412120242424244e7,0.6060606060606061,2.0479998400000002e7,3.210912048942837e6,402589.7644490123,7.80205392697215e6
response,channel_2,1.2618988913131315e7,0.6161616161616162,2.0479998400000002e7,3.257624834161588e6,409103.7299257492,7.918113824078572e6
response,channel_2,1.2825857583838385e7,0.6262626262626262,2.0479998400000002e7,3.304105049990696e6,415608.461899685,8.033600275142595e6
response,channel_2,1.3032726254545456e7,0.6363636363636364,2.0479998400000002e7,3.350353767020356e6,422103.8455901224,8.148511244398713e6
response,channel_2,1.3239594925252527e7,0.6464646464646465,2.0479998400000002e7,3.396372089933673e6,428589.7677258462,8.26284487223741e6
response,channel_2,1.3446463595959598e7,0.6565656565656566,2.0479998400000002e7,3.442161154890166e6,435066.11655072257,8.376599471079096e6
response,channel_2,1.3653332266666668e7,0.6666666666666666,2.0479998400000002e7,3.4877221270494107e6,441532.78182871605,8.489773521271355e6
response,channel_2,1.3860200937373739e7,0.6767676767676768,2.0479998400000002e7,3.533056198227999e6,447989.6548483377,8.592836462156817e6
response,channel_2,1.406706960808081e7,0.6868686868686869,2.0479998400000002e7,3.578164584683237e6,454436.6284265292,8.686709904264562e6
response,channel_2,1.4273938278787881e7,0.696969696969697,2.0479998400000002e7,3.6230485250173374e6,460568.19412287156,8.77968097562792e6
response,channel_2,1.448080694949495e7,0.7070707070707071,2.0479998400000002e7,3.6677092781960797e6,466387.5502789767,8.871759887887923e6
response,channel_2,1.4687675620202022e7,0.7171717171717171,2.0479998400000002e7,3.7121481216762583e6,472177.39933465305,8.962956810629362e6
response,channel_2,1.4894544290909093e7,0.7272727272727273,2.0479998400000002e7,3.7563663496364234e6,477937.7223140398,9.053281863210218e6
response,channel_2,1.5101412961616164e7,0.7373737373737375,2.0479998400000002e7,3.800365271305737e6,483668.5080766603,9.142745107377771e6
response,channel_2,1.5308281632323233e7,0.7474747474747474,2.0479998400000002e7,3.844146209385966e6,489369.75307975657,9.231106712912995e6
response,channel_2,1.5515150303030305e7,0.7575757575757576,2.0479998400000002e7,3.887710498561895e6,495041.4611428515,9.351175963090839e6
response,channel_2,1.5722018973737376e7,0.7676767676767677,2.0479998400000002e7,3.931059484095652e6,500683.6432147753,9.471971876721377e6
response,channel_2,1.5928887644444447e7,0.7777777777777778,2.0479998400000002e7,3.9741945205006544e6,506296.31714339595,9.56871865896986e6
response,channel_2,1.6135756315151516e7,0.7878787878787878,2.0479998400000002e7,4.0171169702911144e6,511879.5074482572,9.629943750517633e6
response,channel_2,1.6342624985858588e7,0.797979797979798,2.0479998400000002e7,4.0598282028032113e6,517433.2450963141,9.69020585252011e6
response,channel_2,1.6549493656565659e7,0.8080808080808081,2.0479998400000002e7,4.102329593084229e6,522957.5672809377,9.763940658173742e6
response,channel_2,1.675636232727273e7,0.8181818181818182,2.0479998400000002e7,4.144622520846188e6,528452.5172043465,9.857550815233277e6
response,channel_2,1.69632309979798e7,0.8282828282828284,2.0479998400000002e7,4.186708369480586e6,533918.1438635972,9.950428040554723e6
response,channel_2,1.717009966868687e7,0.8383838383838383,2.0479998400000002e7,4.228588525131121e6,539354.5018402574,1.0042576194266964e7
response,channel_2,1.737696833939394e7,0.8484848484848484,2.0479998400000002e7,4.27026437582136e6,544761.6510938696,1.0133999237838564e7
response,channel_2,1.7583837010101013e7,0.8585858585858587,2.0479998400000002e7,4.311737310634506e6,550139.6567592934,1.0224701228081884e7
response,channel_2,1.7790705680808082e7,0.8686868686868686,2.0479998400000002e7,4.353008718942524e6,555488.5889480078,1.0324941049845263e7
response,channel_2,1.7997574351515155e7,0.8787878787878789,2.0479998400000002e7,4.394079989682086e6,560808.5225534382,1.0429585571994886e7
response,channel_2,1.8204443022222225e7,0.888888888888889,2.0479998400000002e7,4.434952510674836e6,566099.5370603598,1.0533801531548114e7
response,channel_2,1.8411311692929294e7,0.8989898989898989,2.0479998400000002e7,4.475627667989684e6,571361.7163584221,1.063733145621846e7
response,channel_2,1.8618180363636367e7,0.9090909090909092,2.0479998400000002e7,4.516106845344913e6,576595.1485598234,1.0740102294841303e7
response,channel_2,1.8825049034343436e7,0.9191919191919192,2.0479998400000002e7,4.556391423547981e6,581799.9258211581,1.0842566338693708e7
response,channel_2,1.9031917705050506e7,0.9292929292929292,2.0479998400000002e7,4.59648277997107e6,586976.1441694484,1.0946369940005166e7
response,channel_2,1.923878637575758e7,0.9393939393939394,2.0479998400000002e7,4.636382288060444e6,592123.9033323643,1.1032749040977515e7
response,channel_2,1.9445655046464648e7,0.9494949494949495,2.0479998400000002e7,4.676091316877876e6,597243.3065726256,1.1113704200401615e7
response,channel_2,1.965252371717172e7,0.9595959595959597,2.0479998400000002e7,4.715611230672396e6,602334.4605265782,1.1193993246750478e7
response,channel_2,1.985939238787879e7,0.9696969696969697,2.0479998400000002e7,4.754943388480789e6,607397.4750469214,1.1279454410967223e7
response,channel_2,2.006626105858586e7,0.9797979797979798,2.0479998400000002e7,4.794089143755274e6,612432.4630495622,1.1375137825722294e7
response,channel_2,2.0273129729292933e7,0.98989898989899,2.0479998400000002e7,4.833049844016949e6,617439.5403645695,1.1470342815384181e7
response,channel_2,2.0479998400000002e7,1.0,2.0479998400000002e7,4.871826830533595e6,622418.825591187,1.1565071067132397e7
response,channel_3,0.0,0.0,1.360000133332e7,0.0,0.0,0.0
response,channel_3,137373.75084161616,0.010101010101010102,1.360000133332e7,43928.83403944924,6208.913126695286,96471.87028902533
response,channel_3,274747.5016832323,0.020202020202020204,1.360000133332e7,87849.66620849661,12417.248229467426,192930.69455772525
response,channel_3,412121.25252484845,0.0303030303030303,1.360000133332e7,131754.52610000735,18624.427674248323,289363.43956221524
response,channel_3,549495.0033664646,0.04040404040404041,1.360000133332e7,175635.50573689883,24829.874605988756,385757.0975785042
response,channel_3,686868.7542080808,0.05050505050505051,1.360000133332e7,219484.78956432614,31033.013336441854,482098.6990801338
response,channel_3,824242.5050496969,0.0606060606060606,1.360000133332e7,263294.68302463606,37233.26972988228,578375.3253175017
response,channel_3,961616.2558913131,0.0707070707070707,1.360000133332e7,307057.63932271383,43430.07158608341,674574.1207668516
response,channel_3,1.0989900067329293e6,0.08080808080808081,1.360000133332e7,350766.28405115043,49622.84901988473,770682.3054175421
response,channel_3,1.2363637575745455e6,0.09090909090909091,1.360000133332e7,394413.43741426436,55811.03483669262,866687.1868670046
response,channel_3,1.3737375084161616e6,0.10101010101010102,1.360000133332e7,437992.1338634494,61994.06490327155,962576.1721937213
response,channel_3,1.5111112592577776e6,0.1111111111111111,1.360000133332e7,481495.6390298059,68171.37851319821,1.058221876725953e6
response,channel_3,1.6484850100993938e6,0.1212121212121212,1.360000133332e7,524917.4639101594,74342.41874636871,1.153662532048521e6
response,channel_3,1.78585876094101e6,0.1313131313131313,1.360000133332e7,568251.3763266272,80506.63282196893,1.248908773277449e6
response,channel_3,1.9232325117826262e6,0.1414141414141414,1.360000133332e7,611491.4097358661,86663.47244433874,1.343946057923983e6
response,channel_3,2.0606062626242423e6,0.15151515151515152,1.360000133332e7,654631.8695107726,92812.39414118438,1.4356253226386257e6
