curve_family,channel,spend,spend_share,observed_total_spend,mean,lower,upper
saturation,channel_1,4.852750119191919e6,0.19191919191919193,2.52853822e7,2.084048507092294e6,1.0088870640237515e6,3.511838308362605e6
saturation,channel_1,5.10815802020202e6,0.20202020202020202,2.52853822e7,2.1894960558003006e6,1.0614129334972622e6,3.6849478789486988e6
saturation,channel_1,5.363565921212121e6,0.21212121212121213,2.52853822e7,2.2943578576101433e6,1.1138522010532143e6,3.8564426020296393e6
saturation,channel_1,5.618973822222222e6,0.2222222222222222,2.52853822e7,2.3986186186340475e6,1.166200932652037e6,4.026282958227284e6
saturation,channel_1,5.874381723232323e6,0.23232323232323232,2.52853822e7,2.5022643851682087e6,1.2184552491482755e6,4.194433712253206e6
saturation,channel_1,6.129789624242424e6,0.24242424242424243,2.52853822e7,2.6052824984769775e6,1.2706113282094384e6,4.360863807098822e6
saturation,channel_1,6.385197525252525e6,0.2525252525252525,2.52853822e7,2.7076615464276355e6,1.3226654061486085e6,4.525546241015777e6
saturation,channel_1,6.640605426262626e6,0.26262626262626265,2.52853822e7,2.809391312793549e6,1.37461377966914e6,4.68845792976988e6
saturation,channel_1,6.896013327272727e6,0.2727272727272727,2.52853822e7,2.9104627249535164e6,1.4264528075199884e6,4.849579556587395e6
saturation,channel_1,7.151421228282828e6,0.2828282828282828,2.52853822e7,3.010867800627391e6,1.4781789120604864e6,5.008895412116364e6
saturation,channel_1,7.406829129292929e6,0.29292929292929293,2.52853822e7,3.110599594204172e6,1.5297885807335847e6,5.166393226603878e6
saturation,channel_1,7.66223703030303e6,0.30303030303030304,2.52853822e7,3.2096521431402722e6,1.5812783674468314e6,5.322146333274181e6
saturation,channel_1,7.917644931313131e6,0.31313131313131315,2.52853822e7,3.308020414833009e6,1.6328035591257445e6,5.486564550879521e6
saturation,channel_1,8.173052832323232e6,0.3232323232323232,2.52853822e7,3.405700254308232e6,1.6839980530199672e6,5.649861099263849e6
saturation,channel_1,8.428460733333332e6,0.3333333333333333,2.52853822e7,3.5026883330012676e6,1.7357937126632559e6,5.812021062857832e6
saturation,channel_1,8.683868634343434e6,0.3434343434343434,2.52853822e7,3.598982098857123e6,1.7880204034210711e6,5.973030855818768e6
saturation,channel_1,8.939276535353536e6,0.35353535353535354,2.52853822e7,3.6945797279287525e6,1.8395956865231153e6,6.132878189603421e6
saturation,channel_1,9.194684436363636e6,0.3636363636363636,2.52853822e7,3.7894800776108904e6,1.8910856443738576e6,6.2785334620552445e6
saturation,channel_1,9.450092337373737e6,0.37373737373737376,2.52853822e7,3.883682641611021e6,1.9424882247610677e6,6.421276476860553e6
saturation,channel_1,9.705500238383839e6,0.38383838383838387,2.52853822e7,3.9771875067280917e6,1.9938014051033193e6,6.557838920419443e6
saturation,channel_1,9.960908139393939e6,0.3939393939393939,2.52853822e7,4.0699953114830866e6,2.045023192896019e6,6.672518550807231e6
saturation,channel_1,1.021631604040404e7,0.40404040404040403,2.52853822e7,4.162107206623083e6,2.0961516261324026e6,6.784890304979104e6
saturation,channel_1,1.0471723941414142e7,0.4141414141414142,2.52853822e7,4.253524817501556e6,2.147184773699523e6,6.9140177582501555e6
saturation,channel_1,1.0727131842424242e7,0.42424242424242425,2.52853822e7,4.344250208321996e6,2.198120735749266e6,7.048008986205752e6
saturation,channel_1,1.0982539743434343e7,0.43434343434343436,2.52853822e7,4.434285848218971e6,2.249045045962905e6,7.180273685506094e6
saturation,channel_1,1.1237947644444443e7,0.4444444444444444,2.52853822e7,4.523634579140313e6,2.299887741933161e6,7.310830665803385e6
saturation,channel_1,1.1493355545454545e7,0.45454545454545453,2.52853822e7,4.612299585485718e6,2.3506342714332896e6,7.439699623458003e6
saturation,channel_1,1.1748763446464647e7,0.46464646464646464,2.52853822e7,4.700284365450581e6,2.401282940420329e6,7.566901029249942e6
saturation,channel_1,1.2004171347474746e7,0.4747474747474747,2.52853822e7,4.787592704018824e6,2.451832083884155e6,7.692456023008056e6
saturation,channel_1,1.2259579248484848e7,0.48484848484848486,2.52853822e7,4.874228647544968e6,2.5022800660848613e6,7.816386315033145e6
saturation,channel_1,1.251498714949495e7,0.494949494949495,2.52853822e7,4.960196479863095e6,2.5526252807699526e6,7.938714094153218e6
saturation,channel_1,1.277039505050505e7,0.505050505050505,2.52853822e7,5.045500699858907e6,2.5992587772960863e6,8.059461942218724e6
saturation,channel_1,1.3025802951515151e7,0.5151515151515151,2.52853822e7,5.130146000440323e6,2.6498475370568894e6,8.1786527548210025e6
saturation,channel_1,1.3281210852525253e7,0.5252525252525253,2.52853822e7,5.214137248841923e6,2.700797177208103e6,8.296309667998206e6
saturation,channel_1,1.3536618753535353e7,0.5353535353535354,2.52853822e7,5.297479468199167e6,2.7514909301585243e6,8.412455990679063e6
saturation,channel_1,1.3792026654545454e7,0.5454545454545454,2.52853822e7,5.380177820329101e6,2.8011242571830703e6,8.52711514260485e6
saturation,channel_1,1.4047434555555556e7,0.5555555555555556,2.52853822e7,5.4622375896556135e6,2.8506386699965238e6,8.640310597464083e6
saturation,channel_1,1.4302842456565656e7,0.5656565656565656,2.52853822e7,5.543664168218869e6,2.900032731806562e6,8.76886615755894e6
saturation,channel_1,1.4558250357575757e7,0.5757575757575758,2.52853822e7,5.624463041710291e6,2.949305039778792e6,8.898870140338913e6
saturation,channel_1,1.4813658258585857e7,0.5858585858585859,2.52853822e7,5.704639776476441e6,2.9984542250384907e6,9.009210582585936e6
saturation,channel_1,1.5069066159595959e7,0.5959595959595959,2.52853822e7,5.7842000074371975e6,3.0474789526523715e6,9.136528819168225e6
saturation,channel_1,1.532447406060606e7,0.6060606060606061,2.52853822e7,5.86314942686577e6,3.096377921590872e6,9.247402123421017e6
saturation,channel_1,1.557988196161616e7,0.6161616161616161,2.52853822e7,5.941493773980258e6,3.145149864671417e6,9.3664746555059e6
saturation,channel_1,1.5835289862626262e7,0.6262626262626263,2.52853822e7,6.019238825298762e6,3.1937935484831715e6,9.484403510215549e6
saturation,channel_1,1.6090697763636364e7,0.6363636363636364,2.52853822e7,6.0963903857120825e6,3.242307773293776e6,9.588105617641123e6
saturation,channel_1,1.6346105664646463e7,0.6464646464646464,2.52853822e7,6.172954280230449e6,3.2906913729385915e6,9.686310521794269e6
saturation,channel_1,1.6601513565656565e7,0.6565656565656566,2.52853822e7,6.248936346362704e6,3.338943214692951e6,9.782561596426168e6
saturation,channel_1,1.6856921466666665e7,0.6666666666666666,2.52853822e7,6.3243424270885335e6,3.38706219912796e6,9.877571993455175e6
saturation,channel_1,1.711232936767677e7,0.6767676767676768,2.52853822e7,6.399178364386438e6,3.4350472599503687e6,9.963464040587917e6
saturation,channel_1,1.736773726868687e7,0.6868686868686869,2.52853822e7,6.473449993282017e6,3.482897363827042e6,1.0047702067256091e7
saturation,channel_1,1.7623145169696968e7,0.6969696969696969,2.52853822e7,6.547163136383168e6,3.53061151019458e6,1.0153911781036522e7
saturation,channel_1,1.787855307070707e7,0.7070707070707071,2.52853822e7,6.620323598870587e6,3.578188731054604e6,1.0248296907530077e7
saturation,channel_1,1.813396097171717e7,0.7171717171717171,2.52853822e7,6.692937163913765e6,3.625793012573586e6,1.0337824293532128e7
saturation,channel_1,1.838936887272727e7,0.7272727272727272,2.52853822e7,6.765009588484367e6,3.6733559462781674e6,1.042624625160212e7
saturation,channel_1,1.8644776773737375e7,0.7373737373737375,2.52853822e7,6.8365465995405195e6,3.7207879586832616e6,1.0513301816568136e7
saturation,channel_1,1.8900184674747474e7,0.7474747474747475,2.52853822e7,6.90755389055705e6,3.7680882099139728e6,1.0599455993297158e7
saturation,channel_1,1.9155592575757574e7,0.7575757575757576,2.52853822e7,6.978037118378269e6,3.8152558888142034e6,1.06893516841582e7
saturation,channel_1,1.9411000476767678e7,0.7676767676767677,2.52853822e7,7.048001900371207e6,3.8622902127304533e6,1.0774678663438445e7
saturation,channel_1,1.9666408377777778e7,0.7777777777777778,2.52853822e7,7.117453811858637e6,3.909190427285234e6,1.0857174527942376e7
saturation,channel_1,1.9921816278787877e7,0.7878787878787878,2.52853822e7,7.1863983838124005e6,3.9559558061404973e6,1.095436582813189e7
saturation,channel_1,2.017722417979798e7,0.797979797979798,2.52853822e7,7.254841100788816e6,4.0025856507515265e6,1.105385021363166e7
saturation,channel_1,2.043263208080808e7,0.8080808080808081,2.52853822e7,7.322787399089053e6,4.049079290111716e6,1.1151306636337494e7
saturation,channel_1,2.068803998181818e7,0.8181818181818181,2.52853822e7,7.39024266512842e6,4.095436080488682e6,1.1232092811151218e7
saturation,channel_1,2.0943447882828284e7,0.8282828282828284,2.52853822e7,7.457212233999554e6,4.1416554051520918e6,1.1302289583119571e7
saturation,channel_1,2.1198855783838384e7,0.8383838383838385,2.52853822e7,7.523701388215406e6,4.187736674093672e6,1.138240933478683e7
saturation,channel_1,2.1454263684848484e7,0.8484848484848485,2.52853822e7,7.589715356618897e6,4.233410801785565e6,1.1474146862358822e7
saturation,channel_1,2.1709671585858583e7,0.8585858585858586,2.52853822e7,7.6552593134468645e6,4.2763430780994445e6,1.1565026341246504e7
saturation,channel_1,2.1965079486868687e7,0.8686868686868687,2.52853822e7,7.720338377536789e6,4.313254687653551e6,1.1655059253214817e7
saturation,channel_1,2.2220487387878787e7,0.8787878787878788,2.52853822e7,7.784957611665529e6,4.345369484428955e6,1.1744256950315997e7
saturation,channel_1,2.2475895288888887e7,0.8888888888888888,2.52853822e7,7.849122022009978e6,4.390705617765034e6,1.1832630651137898e7
saturation,channel_1,2.273130318989899e7,0.898989898989899,2.52853822e7,7.9128365577202365e6,4.438651862768902e6,1.1920191437532037e7
saturation,channel_1,2.298671109090909e7,0.9090909090909091,2.52853822e7,7.976106110596486e6,4.485370239540364e6,1.2006950251790898e7
saturation,channel_1,2.324211899191919e7,0.9191919191919191,2.52853822e7,8.038935514861421e6,4.526148222708945e6,1.2092917894245325e7
saturation,channel_1,2.3497526892929293e7,0.9292929292929293,2.52853822e7,8.101329547020504e6,4.566712138647818e6,1.2178105021254286e7
saturation,channel_1,2.3752934793939393e7,0.9393939393939393,2.52853822e7,8.163292925802956e6,4.60706270230693e6,1.2262522143560475e7
saturation,channel_1,2.4008342694949493e7,0.9494949494949494,2.52853822e7,8.224830312176816e6,4.6472006551483e6,1.2346179624986596e7
saturation,channel_1,2.4263750595959596e7,0.9595959595959597,2.52853822e7,8.285946309431838e6,4.687126764071973e6,1.2428941553125432e7
saturation,channel_1,2.4519158496969696e7,0.9696969696969697,2.52853822e7,8.346645463324477e6,4.726841820363517e6,1.2510962995279575e7
saturation,channel_1,2.4774566397979796e7,0.9797979797979798,2.52853822e7,8.406932262279559e6,4.766346638663142e6,1.2592254725295635e7
saturation,channel_1,2.50299742989899e7,0.98989898989899,2.52853822e7,8.46681113764361e6,4.805816619726121e6,1.2682971254433801e7
saturation,channel_1,2.52853822e7,1.0,2.52853822e7,8.526286463985214e6,4.845446894671823e6,1.277964537916254e7
saturation,channel_2,0.0,0.0,2.0479998400000002e7,0.0,0.0,0.0
saturation,channel_2,206868.67070707073,0.010101010101010102,2.0479998400000002e7,35161.94925643441,5098.929471381797,83775.36350898024
saturation,channel_2,413737.34141414147,0.020202020202020204,2.0479998400000002e7,70316.3656349363,10197.619166112285,167534.93284723908
saturation,channel_2,620606.0121212122,0.030303030303030304,2.0479998400000002e7,105455.75164188817,15295.829393194916,251262.9366224173
saturation,channel_2,827474.6828282829,0.04040404040404041,2.0479998400000002e7,140572.6797314907,20393.320632857663,334943.64890675334
saturation,channel_2,1.0343433535353537e6,0.050505050505050504,2.0479998400000002e7,175659.8252760482,25489.853621952934,418561.41173979855
saturation,channel_2,1.2412120242424244e6,0.06060606060606061,2.0479998400000002e7,210709.99726228713,30585.189439103193,502100.657357683
saturation,channel_2,1.4480806949494951e6,0.0707070707070707,2.0479998400000002e7,245716.16615837716,35679.08958950813,585545.9300611607
saturation,channel_2,1.6549493656565659e6,0.08080808080808081,2.0479998400000002e7,280671.48854320723,40771.316089330205,668881.9076375145
saturation,channel_2,1.8618180363636366e6,0.09090909090909091,2.0479998400000002e7,315569.32824446465,45861.631549575846,752093.4222548788
saturation,channel_2,2.0686867070707073e6,0.10101010101010101,2.0479998400000002e7,350403.2738826157,50949.79925939083,835165.480751623
saturation,channel_2,2.275555377777778e6,0.11111111111111112,2.0479998400000002e7,385167.152853591,56035.58326868931,918083.2842480562
saturation,channel_2,2.482424048484849e6,0.12121212121212122,2.0479998400000002e7,419855.041896498,61118.7484700373,1.0008309390333864e6
saturation,channel_2,2.6892927191919195e6,0.13131313131313133,2.0479998400000002e7,454461.2744800543,66199.06067971291,1.0833206731493422e6
saturation,channel_2,2.8961613898989903e6,0.1414141414141414,2.0479998400000002e7,488980.4453017704,71276.28671786701,1.1655963186682588e6
saturation,channel_2,3.103030060606061e6,0.15151515151515152,2.0479998400000002e7,523407.41222889046,76350.19448770999,1.246970185191272e6
saturation,channel_2,3.3098987313131317e6,0.16161616161616163,2.0479998400000002e7,557737.296023095,81420.55305365144,1.3262940808709161e6
saturation,channel_2,3.5167674020202025e6,0.1717171717171717,2.0479998400000002e7,591965.4781863743,86487.13271832287,1.4049384528057554e6
saturation,channel_2,3.723636072727273e6,0.18181818181818182,2.0479998400000002e7,626087.5972478696,91549.70509841389,1.485853089756906e6
saturation,channel_2,3.930504743434344e6,0.19191919191919193,2.0479998400000002e7,660099.5437852488,96608.04319925596,1.567339220861802e6
saturation,channel_2,4.1373734141414147e6,0.20202020202020202,2.0479998400000002e7,693997.4544430772,101661.92148808912,1.6486570254167917e6
saturation,channel_2,4.344242084848485e6,0.2121212121212121,2.0479998400000002e7,727777.7051777063,106711.11596595074,1.7297986069978492e6
saturation,channel_2,4.551110755555556e6,0.22222222222222224,2.0479998400000002e7,761436.903925635,111755.40423812563,1.8107562071907236e6
saturation,channel_2,4.757979426262626e6,0.2323232323232323,2.0479998400000002e7,794971.8828616649,116794.56558310207,1.8915222101251713e6
saturation,channel_2,4.964848096969698e6,0.24242424242424243,2.0479998400000002e7,828379.6903853351,121828.38101997919,1.972069087369844e6
saturation,channel_2,5.171716767676768e6,0.2525252525252525,2.0479998400000002e7,861657.5829495309,126856.63337427407,2.0523729258358611e6
saturation,channel_2,5.378585438383839e6,0.26262626262626265,2.0479998400000002e7,894803.0168239418,131879.1073420811,2.1314719502414423e6
saturation,channel_2,5.585454109090909e6,0.2727272727272727,2.0479998400000002e7,927813.6398679855,136895.58955253582,2.2089574933214495e6
saturation,channel_2,5.792322779797981e6,0.2828282828282828,2.0479998400000002e7,960687.2833727195,141905.86862854363,2.285930668033846e6
saturation,channel_2,5.999191450505051e6,0.29292929292929293,2.0479998400000002e7,993421.954018711,146909.73524573006,2.3624015987980384e6
saturation,channel_2,6.206060121212122e6,0.30303030303030304,2.0479998400000002e7,1.0260158259865372e6,151906.98218957838,2.438382488105488e6
saturation,channel_2,6.412928791919192e6,0.3131313131313131,2.0479998400000002e7,1.058467233248139e6,156897.40441071911,2.513864604751937e6
saturation,channel_2,6.6197974626262635e6,0.32323232323232326,2.0479998400000002e7,1.090774662060364e6,161880.79907834184,2.588839811576544e6
saturation,channel_2,6.826666133333334e6,0.3333333333333333,2.0479998400000002e7,1.122936743676415e6,166856.96563169977,2.663300555824159e6
saturation,channel_2,7.033534804040405e6,0.3434343434343434,2.0479998400000002e7,1.1549522472863721e6,171825.70582968456,2.737239858344373e6
saturation,channel_2,7.240403474747475e6,0.35353535353535354,2.0479998400000002e7,1.1868200731942202e6,176786.8237984467,2.810651301746406e6
saturation,channel_2,7.447272145454546e6,0.36363636363636365,2.0479998400000002e7,1.2185392462357865e6,181740.12607704633,2.883529017626795e6
saturation,channel_2,7.654140816161617e6,0.3737373737373737,2.0479998400000002e7,1.2501089094395402e6,186685.4216611146,2.955639002399358e6
saturation,channel_2,7.861009486868688e6,0.38383838383838387,2.0479998400000002e7,1.2815283179301824e6,191622.52204451675,3.0267319729683534e6
saturation,channel_2,8.067878157575758e6,0.3939393939393939,2.0479998400000002e7,1.3127968330733387e6,196551.2412590033,3.0945300371895246e6
saturation,channel_2,8.274746828282829e6,0.40404040404040403,2.0479998400000002e7,1.3439139168583457e6,201471.3959118461,3.153410625675296e6
saturation,channel_2,8.4816154989899e6,0.4141414141414142,2.0479998400000002e7,1.3748791265150672e6,206382.80522145162,3.211296043523084e6
saturation,channel_2,8.68848416969697e6,0.4242424242424242,2.0479998400000002e7,1.4056921093598313e6,211285.2910509525,3.2784595557261393e6
saturation,channel_2,8.895352840404041e6,0.4343434343434343,2.0479998400000002e7,1.4363525978649461e6,216178.67793977808,3.350725504593915e6
saturation,channel_2,9.102221511111112e6,0.4444444444444445,2.0479998400000002e7,1.466860404945699e6,221062.79313320722,3.4226299016816057e6
saturation,channel_2,9.309090181818184e6,0.4545454545454546,2.0479998400000002e7,1.4972154194584354e6,225937.46660991144,3.4941690372038544e6
saturation,channel_2,9.515958852525253e6,0.4646464646464646,2.0479998400000002e7,1.5274176019029901e6,230802.53110749705,3.5653394180121226e6
saturation,channel_2,9.722827523232324e6,0.47474747474747475,2.0479998400000002e7,1.5574669803226085e6,235620.5834807109,3.6374482954841633e6
saturation,channel_2,9.929696193939395e6,0.48484848484848486,2.0479998400000002e7,1.5873636463943727e6,240417.6402853004,3.7120359917326216e6
saturation,channel_2,1.0136564864646466e7,0.494949494949495,2.0479998400000002e7,1.6171077517031427e6,245201.95934420548,3.7780489640313773e6
saturation,channel_2,1.0343433535353536e7,0.505050505050505,2.0479998400000002e7,1.646699504192016e6,249973.3626080747,3.8475750404848303e6
saturation,channel_2,1.0550302206060607e7,0.5151515151515151,2.0479998400000002e7,1.676139164782393e6,254731.67640083923,3.917495415286556e6
saturation,channel_2,1.0757170876767678e7,0.5252525252525253,2.0479998400000002e7,1.7054270441568254e6,259476.7314214631,3.9860438531734007e6
saturation,channel_2,1.096403954747475e7,0.5353535353535354,2.0479998400000002e7,1.734563499697961e6,264208.36274246615,4.053245997855819e6
saturation,channel_2,1.1170908218181819e7,0.5454545454545454,2.0479998400000002e7,1.763548932577045e6,268926.409805304,4.1044108051394057e6
saturation,channel_2,1.137777688888889e7,0.5555555555555556,2.0479998400000002e7,1.792383784985605e6,273630.7164126914,4.1595817178848814e6
saturation,channel_2,1.1584645559595961e7,0.5656565656565656,2.0479998400000002e7,1.8210685375041296e6,278321.1307179581,4.221070367673e6
saturation,channel_2,1.1791514230303032e7,0.5757575757575758,2.0479998400000002e7,1.8496037066017482e6,282997.50521153025,4.280855840278228e6
saturation,channel_2,1.1998382901010102e7,0.5858585858585859,2.0479998400000002e7,1.8779898422611007e6,287659.6967046281,4.330042317877481e6
saturation,channel_2,1.2205251571717173e7,0.5959595959595959,2.0479998400000002e7,1.9062275257228045e6,292307.5663102774,4.388293604804844e6
saturation,channel_2,1.2412120242424244e7,0.6060606060606061,2.0479998400000002e7,1.9343173673441093e6,296940.979421727,4.454173422650579e6
saturation,channel_2,1.2618988913131315e7,0.6161616161616162,2.0479998400000002e7,1.9622600045665496e6,301559.80568837316,4.518360839563104e6
saturation,channel_2,1.2825857583838385e7,0.6262626262626262,2.0479998400000002e7,1.9900560999875905e6,306163.9189892859,4.576852327517451e6
saturation,channel_2,1.3032726254545456e7,0.6363636363636364,2.0479998400000002e7,2.0177063395314682e6,310753.197404437,4.634809294366483e6
saturation,channel_2,1.3239594925252527e7,0.6464646464646465,2.0479998400000002e7,2.0452114307146114e6,315327.52318372676,4.692234941583432e6
saturation,channel_2,1.3446463595959598e7,0.6565656565656566,2.0479998400000002e7,2.0725721010012317e6,319886.78271390946,4.749132600200463e6
saturation,channel_2,1.3653332266666668e7,0.6666666666666666,2.0479998400000002e7,2.09978909624484e6,324430.8664835149,4.805505721194958e6
saturation,channel_2,1.3860200937373739e7,0.6767676767676768,2.0479998400000002e7,2.126863179211638e6,328959.66904586536,4.861357866278739e6
saturation,channel_2,1.406706960808081e7,0.6868686868686869,2.0479998400000002e7,2.1537951281818924e6,333473.08898028283,4.916692699082919e6
saturation,channel_2,1.4273938278787881e7,0.696969696969697,2.0479998400000002e7,2.1805857356255925e6,337971.0288515873,4.971513976730324e6
saturation,channel_2,1.448080694949495e7,0.7070707070707071,2.0479998400000002e7,2.2072358069488183e6,342453.3951679778,5.025825541786713e6
saturation,channel_2,1.4687675620202022e7,0.7171717171717171,2.0479998400000002e7,2.233746159307435e6,346920.0983373938,5.079631314581462e6
saturation,channel_2,1.4894544290909093e7,0.7272727272727273,2.0479998400000002e7,2.2601176204848643e6,351371.05262244894,5.132393350263596e6
saturation,channel_2,1.5101412961616164e7,0.7373737373737375,2.0479998400000002e7,2.2863510278308243e6,355806.1760940306,5.184350319569187e6
saturation,channel_2,1.5308281632323233e7,0.7474747474747474,2.0479998400000002e7,2.3124472272580834e6,360225.3905836547,5.2358018099740995e6
saturation,channel_2,1.5515150303030305e7,0.7575757575757576,2.0479998400000002e7,2.3384070722944e6,364628.6216346657,5.286752436383364e6
saturation,channel_2,1.5722018973737376e7,0.7676767676767677,2.0479998400000002e7,2.3642314231869336e6,369015.798452368,5.337206848018414e6
saturation,channel_2,1.5928887644444447e7,0.7777777777777778,2.0479998400000002e7,2.3899211460565645e6,373386.85385317623,5.387169722757382e6
saturation,channel_2,1.6135756315151516e7,0.7878787878787878,2.0479998400000002e7,2.415477112099665e6,377741.72421286616,5.436645761791744e6
saturation,channel_2,1.6342624985858588e7,0.797979797979798,2.0479998400000002e7,2.4409001968349577e6,382080.3494140081,5.485639684586698e6
saturation,channel_2,1.6549493656565659e7,0.8080808080808081,2.0479998400000002e7,2.46619127939324e6,386402.67279266345,5.53415622413292e6
saturation,channel_2,1.675636232727273e7,0.8181818181818182,2.0479998400000002e7,2.491351241847842e6,390708.6410844212,5.582200122477602e6
saturation,channel_2,1.69632309979798e7,0.8282828282828284,2.0479998400000002e7,2.516380968583766e6,394468.78941690375,5.629776126522871e6
saturation,channel_2,1.717009966868687e7,0.8383838383838383,2.0479998400000002e7,2.5412813457035935e6,397171.7878325753,5.671893417387276e6
saturation,channel_2,1.737696833939394e7,0.8484848484848484,2.0479998400000002e7,2.566053260468293e6,399840.4577741932,5.7110301610768335e6
saturation,channel_2,1.7583837010101013e7,0.8585858585858587,2.0479998400000002e7,2.5906976007711743e6,402475.36317388626,5.749674494441851e6
saturation,channel_2,1.7790705680808082e7,0.8686868686868686,2.0479998400000002e7,2.6152152546433173e6,405077.05762909516,5.79820135382406e6
saturation,channel_2,1.7997574351515155e7,0.8787878787878789,2.0479998400000002e7,2.6396071097888667e6,407646.0845311768,5.849845946226564e6
saturation,channel_2,1.8204443022222225e7,0.888888888888889,2.0479998400000002e7,2.6638740531486818e6,410182.97720181796,5.901120077038394e6
saturation,channel_2,1.8411311692929294e7,0.8989898989898989,2.0479998400000002e7,2.6880169704908845e6,412688.2590361217,5.952025810000357e6
saturation,channel_2,1.8618180363636367e7,0.9090909090909092,2.0479998400000002e7,2.712036746026938e6,415162.4436513309,5.997623705709942e6
saturation,channel_2,1.8825049034343436e7,0.9191919191919192,2.0479998400000002e7,2.7359342620519223e6,417606.0350402411,6.041955499080481e6
saturation,channel_2,1.9031917705050506e7,0.9292929292929292,2.0479998400000002e7,2.7597103986077816e6,420019.5277284416,6.085870570243316e6
saturation,channel_2,1.923878637575758e7,0.9393939393939394,2.0479998400000002e7,2.783366033168337e6,422403.4069345961,6.128705068325854e6
saturation,channel_2,1.9445655046464648e7,0.9494949494949495,2.0479998400000002e7,2.8069020403449405e6,424758.14873305126,6.171697398060016e6
saturation,channel_2,1.965252371717172e7,0.9595959595959597,2.0479998400000002e7,2.8303192916116924e6,427084.22021812823,6.215158815514836e6
saturation,channel_2,1.985939238787879e7,0.9696969696969697,2.0479998400000002e7,2.8536186550491974e6,429382.0796695093,6.263646466933311e6
saturation,channel_2,2.006626105858586e7,0.9797979797979798,2.0479998400000002e7,2.876800995105889e6,431652.176718197,6.319344443861544e6
saturation,channel_2,2.0273129729292933e7,0.98989898989899,2.0479998400000002e7,2.899867172375994e6,433894.9525125697,6.374809625474072e6
saturation,channel_2,2.0479998400000002e7,1.0,2.0479998400000002e7,2.92281804339325e6,436110.83988411125,6.430042039718193e6
saturation,channel_3,0.0,0.0,1.360000133332e7,0.0,0.0,0.0
saturation,channel_3,137373.75084161616,0.010101010101010102,1.360000133332e7,36319.41524462566,5474.370557402979,80534.08807687015
saturation,channel_3,274747.5016832323,0.020202020202020204,1.360000133332e7,72631.6786602243,10946.680577321149,161046.07236011597
saturation,channel_3,412121.25252484845,0.0303030303030303,1.360000133332e7,108929.6649300968,16414.87496176799,241513.8900987238
saturation,channel_3,549495.0033664646,0.04040404040404041,1.360000133332e7,145206.3013846174,21876.90945401611,321915.56042515463
saturation,channel_3,686868.7542080808,0.05050505050505051,1.360000133332e7,181454.59339302694,27330.75596538154,402229.22479462496
saturation,channel_3,824242.5050496969,0.0606060606060606,1.360000133332e7,217667.64867062852,32774.40779077883,482433.18682676385
saturation,channel_3,961616.2558913131,0.0707070707070707,1.360000133332e7,253838.70019361126,38205.88467824715,562505.9513592181
saturation,channel_3,1.0989900067329293e6,0.08080808080808081,1.360000133332e7,289961.12745588005,43623.23771953645,642426.2625301303
saturation,channel_3,1.2363637575745455e6,0.09090909090909091,1.360000133332e7,326028.47585045727,49024.554031128195,722173.1407153867
