observation,date,panel_cell,geo,component,mean,lower_5,upper_95
9,2023-04-03,UK,UK,media:channel_6,40551.180733480716,3252.6731025029776,102424.80650232921
9,2023-04-03,FR,FR,media:channel_1,4687.179167839064,300.01022162696864,16137.377559560116
9,2023-04-03,FR,FR,media:channel_2,14218.930480348885,21.284920683787853,58196.18060005035
9,2023-04-03,FR,FR,media:channel_3,25482.89066315921,1082.399733469449,83037.84570086509
9,2023-04-03,FR,FR,media:channel_4,130477.60378064304,47132.46359315856,231462.98416363986
9,2023-04-03,FR,FR,media:channel_5,36967.80140695188,1967.7564090586256,96523.09191481285
9,2023-04-03,FR,FR,media:channel_6,36863.82482085025,2828.2657636242498,98182.21256484705
9,2023-04-03,DE,DE,media:channel_1,5399.329118116475,206.60437894950988,17289.58481677366
9,2023-04-03,DE,DE,media:channel_2,14571.333752247574,40.21209800691235,54369.269187307684
9,2023-04-03,DE,DE,media:channel_3,28053.209030122507,1233.2070032793235,88627.47922300649
9,2023-04-03,DE,DE,media:channel_4,136844.21023353134,51094.21352587368,241641.01586328537
9,2023-04-03,DE,DE,media:channel_5,40222.55525909233,2556.813644815506,105404.50095657275
9,2023-04-03,DE,DE,media:channel_6,39569.64995505763,1997.3365334306993,102061.13714112394
10,2023-04-10,UK,UK,media:channel_1,693.860640070182,1.9453015557200626,2402.116859437481
10,2023-04-10,UK,UK,media:channel_2,10269.448389765197,4.854229917507713,38612.985789113955
10,2023-04-10,UK,UK,media:channel_3,80163.69428433084,12994.799087214311,151043.06991063044
10,2023-04-10,UK,UK,media:channel_4,114194.53070395763,40681.517500793474,204810.73289033893
10,2023-04-10,UK,UK,media:channel_5,31737.911792619212,3597.791793385777,82231.48033821983
10,2023-04-10,UK,UK,media:channel_6,38586.30024666722,3141.366122481206,95481.69613950801
10,2023-04-10,FR,FR,media:channel_1,609.2100332192866,4.736879802870131,2487.813677438359
10,2023-04-10,FR,FR,media:channel_2,8044.425618422596,1.1162026729178118,39872.18326954469
10,2023-04-10,FR,FR,media:channel_3,80468.31481506057,16972.32202222197,155589.32420677782
10,2023-04-10,FR,FR,media:channel_4,112505.85938494437,41088.91803643517,196021.25768141996
10,2023-04-10,FR,FR,media:channel_5,29355.573694965962,1480.265280371083,77866.6188141116
10,2023-04-10,FR,FR,media:channel_6,35015.81692143783,2659.2600216421233,91832.85247861092
10,2023-04-10,DE,DE,media:channel_1,715.777087943203,2.279505130387236,2645.916010732462
10,2023-04-10,DE,DE,media:channel_2,7704.670888889411,2.047051224660449,32897.121935394935
10,2023-04-10,DE,DE,media:channel_3,84628.17056599447,20141.760724573567,160157.25662077
10,2023-04-10,DE,DE,media:channel_4,118020.35246716673,43589.22289282878,207134.91186592964
10,2023-04-10,DE,DE,media:channel_5,31760.136832822045,2092.316926591048,86972.00356521588
10,2023-04-10,DE,DE,media:channel_6,37610.38409272949,1910.661749208789,97508.93068435068
11,2023-04-17,UK,UK,media:channel_1,128322.35267234068,69923.08140587428,193485.44348306142
11,2023-04-17,UK,UK,media:channel_2,18267.039226389385,2600.3980685400234,38922.77044022201
11,2023-04-17,UK,UK,media:channel_3,14384.156759857357,390.73098033427453,44851.973176101485
11,2023-04-17,UK,UK,media:channel_4,22358.931294320082,1338.2692724280894,61080.83224242115
11,2023-04-17,UK,UK,media:channel_5,36503.40692602697,4505.733032077582,91560.23489149356
11,2023-04-17,UK,UK,media:channel_6,35156.222394406155,2854.736439609036,88479.80044694163
11,2023-04-17,FR,FR,media:channel_1,129313.58851258713,76200.44934382167,195451.33655198017
11,2023-04-17,FR,FR,media:channel_2,15209.007518362992,643.1658173697774,36738.52201850545
11,2023-04-17,FR,FR,media:channel_3,12984.102968542978,540.6002419934886,43146.50404555399
11,2023-04-17,FR,FR,media:channel_4,23283.383050870543,1240.6210239170516,70348.37983270749
11,2023-04-17,FR,FR,media:channel_5,33618.93641130787,1947.7412173611237,86563.59556890286
11,2023-04-17,FR,FR,media:channel_6,31944.181922198946,2420.1798263278483,84391.05894248672
11,2023-04-17,DE,DE,media:channel_1,127717.51557736642,70310.44207228452,196052.49333920106
11,2023-04-17,DE,DE,media:channel_2,16362.825688358502,846.526124638934,39368.5315242091
11,2023-04-17,DE,DE,media:channel_3,14230.817834362497,588.1212794279484,45598.46704314953
11,2023-04-17,DE,DE,media:channel_4,22430.061568591962,1552.370533897491,67414.27677802654
11,2023-04-17,DE,DE,media:channel_5,36692.39770265774,2470.435780336342,96789.79002196029
11,2023-04-17,DE,DE,media:channel_6,34283.58637455771,1797.8124397612883,89274.66443182982
12,2023-04-24,UK,UK,media:channel_1,18168.92334875474,1083.8987987153155,44614.979301592335
12,2023-04-24,UK,UK,media:channel_2,7383.805540130631,300.4851574230402,19983.228475526495
12,2023-04-24,UK,UK,media:channel_3,34807.37107980445,5529.099806288352,66693.29989662813
12,2023-04-24,UK,UK,media:channel_4,100820.96283009136,34250.1471630481,164221.5857488078
12,2023-04-24,UK,UK,media:channel_5,30657.2854739242,3564.430507237791,76869.11401697186
12,2023-04-24,UK,UK,media:channel_6,33703.538881071305,2759.2676847613106,83346.84291794895
12,2023-04-24,FR,FR,media:channel_1,17058.815012735926,1579.132181966412,44197.61571658407
12,2023-04-24,FR,FR,media:channel_2,5662.862819268079,71.21088629425736,17207.95645901079
12,2023-04-24,FR,FR,media:channel_3,35008.850629860484,7473.560543211276,66694.61880716812
12,2023-04-24,FR,FR,media:channel_4,98569.43731817987,38088.36302646442,163603.55079041974
12,2023-04-24,FR,FR,media:channel_5,28239.81580987344,1497.8170556253026,73617.54290864608
12,2023-04-24,FR,FR,media:channel_6,30539.98397361172,2321.36902286328,80773.58064549224
12,2023-04-24,DE,DE,media:channel_1,18016.183241388386,1152.1976681777626,46039.4734056871
12,2023-04-24,DE,DE,media:channel_2,5979.33086876433,90.073707981881,17268.2739994617
12,2023-04-24,DE,DE,media:channel_3,36772.61265591762,9139.730892300237,69664.0528499463
12,2023-04-24,DE,DE,media:channel_4,104931.31266969058,41537.08633532475,176987.73068351636
12,2023-04-24,DE,DE,media:channel_5,30737.732757079386,1948.427387443251,79980.27984096447
12,2023-04-24,DE,DE,media:channel_6,32825.337078720055,1734.2918284965886,85620.82490856123
13,2023-05-01,UK,UK,media:channel_1,369320.9810942625,238192.064686645,512433.7113159923
13,2023-05-01,UK,UK,media:channel_2,3594.0682940088054,16.269509424325463,12248.133031236217
13,2023-05-01,UK,UK,media:channel_3,22493.624261321995,3790.0003258795878,45593.63592448143
13,2023-05-01,UK,UK,media:channel_4,60561.67787717796,21182.74158166518,111965.809764159
13,2023-05-01,UK,UK,media:channel_5,8153.639638872278,154.05964564944804,31822.67181695695
13,2023-05-01,UK,UK,media:channel_6,8520.368605531896,133.50457869627527,34413.569640819034
13,2023-05-01,FR,FR,media:channel_1,372540.93638894515,238203.05251945637,521605.5324137557
13,2023-05-01,FR,FR,media:channel_2,2760.601691774645,3.98720455281717,10971.522519725604
13,2023-05-01,FR,FR,media:channel_3,22225.528629051812,4718.727902085323,45485.813143102816
13,2023-05-01,FR,FR,media:channel_4,59461.54075870358,20860.505939643903,105732.1304293875
13,2023-05-01,FR,FR,media:channel_5,7797.534990643534,100.96611383271242,28498.91869755383
13,2023-05-01,FR,FR,media:channel_6,8606.43786524392,110.56574547377325,31487.893862254292
13,2023-05-01,DE,DE,media:channel_1,367122.12674077146,231048.5026766914,498935.25752849184
13,2023-05-01,DE,DE,media:channel_2,2767.4394464029288,7.53277467213198,10385.605985400374
13,2023-05-01,DE,DE,media:channel_3,23519.189951814853,5594.313506391848,47134.11797894275
13,2023-05-01,DE,DE,media:channel_4,62417.94791174031,22636.862801313662,112444.08934898465
13,2023-05-01,DE,DE,media:channel_5,7842.080888965515,114.63228385069169,29811.781698032293
13,2023-05-01,DE,DE,media:channel_6,8687.175266665377,113.85758941055387,32833.49669564758
14,2023-05-08,UK,UK,media:channel_1,72175.72531789658,4350.501872120437,175362.179035573
14,2023-05-08,UK,UK,media:channel_2,1933.9915228656507,0.909333930240034,7241.774485423894
14,2023-05-08,UK,UK,media:channel_3,3992.2879680048613,87.72596701117828,12989.20322736972
14,2023-05-08,UK,UK,media:channel_4,11769.334260869504,645.4411305579899,32588.14271049731
14,2023-05-08,UK,UK,media:channel_5,2985.299188711376,2.2947800025529634,13225.569871938638
14,2023-05-08,UK,UK,media:channel_6,2894.9073052822782,1.9396740847162424,15013.482507177812
14,2023-05-08,FR,FR,media:channel_1,67786.50411228604,6343.696080441919,173650.65258982428
14,2023-05-08,FR,FR,media:channel_2,1548.132824359762,0.20909302140660332,7666.513931261508
14,2023-05-08,FR,FR,media:channel_3,3605.63951835643,123.20013001270149,12594.894824567229
14,2023-05-08,FR,FR,media:channel_4,12131.601541452112,604.361806748259,36452.156683022826
14,2023-05-08,FR,FR,media:channel_5,3057.5833442479193,1.4987703097118161,15324.949780525552
14,2023-05-08,FR,FR,media:channel_6,3181.9686555002136,2.2202586172455026,13674.597814766981
14,2023-05-08,DE,DE,media:channel_1,71406.51087899295,4625.037490525169,181001.53212269704
14,2023-05-08,DE,DE,media:channel_2,1455.2025486325936,0.38346606192293664,6208.991418791942
14,2023-05-08,DE,DE,media:channel_3,3936.3255471058746,136.67091077136277,13081.654570478147
14,2023-05-08,DE,DE,media:channel_4,11750.059634555817,756.8059792794692,35315.994286043206
14,2023-05-08,DE,DE,media:channel_5,2819.886199832299,2.8320502349809553,13220.36702155916
14,2023-05-08,DE,DE,media:channel_6,3046.916173862486,3.365680293758037,13665.521266817872
15,2023-05-15,UK,UK,media:channel_1,287642.80949703464,174844.95234877287,411336.8647601629
15,2023-05-15,UK,UK,media:channel_2,0.0,0.0,0.0
15,2023-05-15,UK,UK,media:channel_3,1183.658227846176,1.0729670865485499,4879.26250957722
15,2023-05-15,UK,UK,media:channel_4,93838.19108055934,31299.38452083689,153491.91818356284
15,2023-05-15,UK,UK,media:channel_5,17272.80658073671,2026.2916041362284,44717.01468596051
15,2023-05-15,UK,UK,media:channel_6,22318.334835351252,1945.4891031920804,54218.31306398232
15,2023-05-15,FR,FR,media:channel_1,288949.99064181355,176978.84240585228,427162.8486711376
15,2023-05-15,FR,FR,media:channel_2,0.0,0.0,0.0
15,2023-05-15,FR,FR,media:channel_3,1009.3672661976431,1.6241657473445497,4456.604025174156
15,2023-05-15,FR,FR,media:channel_4,91520.13333716115,35531.83706114959,151515.3472803172
15,2023-05-15,FR,FR,media:channel_5,15819.467648120717,897.6427896477634,40738.82690716221
15,2023-05-15,FR,FR,media:channel_6,19744.068541087185,1519.3489819613276,51110.78543170191
15,2023-05-15,DE,DE,media:channel_1,286150.4218984619,167270.5641177327,404549.4487720684
15,2023-05-15,DE,DE,media:channel_2,0.0,0.0,0.0
15,2023-05-15,DE,DE,media:channel_3,1105.2242063121225,1.9310201731049312,4504.511776686846
15,2023-05-15,DE,DE,media:channel_4,97746.90268694673,38128.67523890871,166810.51729680877
15,2023-05-15,DE,DE,media:channel_5,17470.537151515487,1029.6006209143245,46359.70971284846
15,2023-05-15,DE,DE,media:channel_6,21499.13353898735,1157.7006041213126,54930.73444624566
16,2023-05-22,UK,UK,media:channel_1,48797.639281135394,2728.3712005761586,121988.78309595943
16,2023-05-22,UK,UK,media:channel_2,0.0,0.0,0.0
16,2023-05-22,UK,UK,media:channel_3,106886.9072698472,15663.32577406702,201961.615597366
16,2023-05-22,UK,UK,media:channel_4,16472.361957091485,1347.1920284252362,42663.82765823841
16,2023-05-22,UK,UK,media:channel_5,32885.93875032458,4050.5992343902344,84007.13276015647
16,2023-05-22,UK,UK,media:channel_6,30942.333831622753,2730.657045460392,75343.31208901084
16,2023-05-22,FR,FR,media:channel_1,45471.526918857264,4023.7817574835462,125251.6444709676
16,2023-05-22,FR,FR,media:channel_2,0.0,0.0,0.0
16,2023-05-22,FR,FR,media:channel_3,108606.39273291311,20956.213821325164,209255.753328004
16,2023-05-22,FR,FR,media:channel_4,16520.02930549707,1211.8272968887734,42505.48230802905
16,2023-05-22,FR,FR,media:channel_5,29887.263668496205,1808.170136098252,72472.98052950912
16,2023-05-22,FR,FR,media:channel_6,27441.83881379667,2136.718591810996,71544.11075539509
16,2023-05-22,DE,DE,media:channel_1,48637.20352927633,2900.156671603427,127443.15587107486
16,2023-05-22,DE,DE,media:channel_2,0.0,0.0,0.0
16,2023-05-22,DE,DE,media:channel_3,113672.15145367339,28198.15394967171,209980.27296620654
16,2023-05-22,DE,DE,media:channel_4,16478.13291169475,1525.812405207847,41913.07515440482
16,2023-05-22,DE,DE,media:channel_5,33210.80092168781,1964.9689811329758,87034.59137580443
16,2023-05-22,DE,DE,media:channel_6,29875.46083477303,1560.049512827702,76245.0118943511
17,2023-05-29,UK,UK,media:channel_1,159402.0420730206,89594.17683637461,237374.67609434383
17,2023-05-29,UK,UK,media:channel_2,18913.860781714546,2693.249958355209,40311.73807874478
17,2023-05-29,UK,UK,media:channel_3,17641.70268181428,573.326827844166,52063.86078473277
17,2023-05-29,UK,UK,media:channel_4,4121.933325832657,30.873364127276922,14226.384693698321
17,2023-05-29,UK,UK,media:channel_5,25253.94658295006,2983.359083145314,63121.834048685596
17,2023-05-29,UK,UK,media:channel_6,29459.057353724613,2440.5026769406245,72199.52945883975
17,2023-05-29,FR,FR,media:channel_1,159654.26909940472,92480.82212272617,244965.00345033608
17,2023-05-29,FR,FR,media:channel_2,15746.69483815006,666.1411444709472,37973.58819713959
17,2023-05-29,FR,FR,media:channel_3,16222.190478482456,694.7163906719978,51677.686039576816
17,2023-05-29,FR,FR,media:channel_4,4517.844519564126,22.553497250565837,17339.755457891737
17,2023-05-29,FR,FR,media:channel_5,23103.087510018602,1200.818922547423,58614.12430705741
17,2023-05-29,FR,FR,media:channel_6,26529.905333309194,2070.116118661546,70177.78919427744
17,2023-05-29,DE,DE,media:channel_1,158808.58762343056,85906.89787055095,235276.0441054189
17,2023-05-29,DE,DE,media:channel_2,16941.599073918962,876.7283698476856,40698.413315918704
17,2023-05-29,DE,DE,media:channel_3,17719.72649846232,844.6920036737463,53161.92401980446
17,2023-05-29,DE,DE,media:channel_4,4113.877857291203,29.015095486297582,14624.78458344085
17,2023-05-29,DE,DE,media:channel_5,25289.36871210748,1587.030450886364,65213.0859230674
17,2023-05-29,DE,DE,media:channel_6,28622.007265757016,1569.853856978278,74134.80493266309
