panel_cell,geo,channel,spend,metric,mean,lower_5,upper_95
UK,UK,channel_1,8.173052832323233e6,mroas,0.518291422492796,0.30917144483943165,0.7780449899086901
UK,UK,channel_1,8.173052832323233e6,cpa,1.8781489844934414,1.1209539047146275,3.0685699399311006
UK,UK,channel_1,8.173052832323233e6,mcpa,2.093288660688667,1.2852727240399426,3.234463347314775
UK,UK,channel_1,8.683868634343434e6,roas,0.5813160891744946,0.32554938870477346,0.8832064151692478
UK,UK,channel_1,8.683868634343434e6,mroas,0.5084663496028599,0.30527544310637444,0.761785594219688
UK,UK,channel_1,8.683868634343434e6,cpa,1.8900894987813972,1.1322383250901509,3.0717327689291682
UK,UK,channel_1,8.683868634343434e6,mcpa,2.130848653640434,1.312705580493879,3.2757373081871357
UK,UK,channel_1,9.194684436363636e6,roas,0.5769964280837055,0.3250449657006698,0.8763151267706453
UK,UK,channel_1,9.194684436363636e6,mroas,0.49869449569191254,0.30129129271388955,0.7455985530274977
UK,UK,channel_1,9.194684436363636e6,cpa,1.9024775863866794,1.1411420693685255,3.0765033549497858
UK,UK,channel_1,9.194684436363636e6,mcpa,2.1699691064135855,1.341207378443208,3.319049991451599
UK,UK,channel_1,9.705500238383837e6,roas,0.5726190793342228,0.3239883742251179,0.8696932698675887
UK,UK,channel_1,9.705500238383837e6,mroas,0.48901207783655853,0.2972271542555934,0.7290081612278014
UK,UK,channel_1,9.705500238383837e6,cpa,1.915283770445523,1.1498307931967147,3.0865379429308413
UK,UK,channel_1,9.705500238383837e6,mcpa,2.2105650556161884,1.3717270557041321,3.3644307614277205
UK,UK,channel_1,1.021631604040404e7,roas,0.5681979930589909,0.3229354871130652,0.8610155599808642
UK,UK,channel_1,1.021631604040404e7,mroas,0.4794492196979573,0.2930364584714165,0.7128557748951824
UK,UK,channel_1,1.021631604040404e7,cpa,1.9284799825152255,1.161419266727955,3.0965977604684087
UK,UK,channel_1,1.021631604040404e7,mcpa,2.252554408654508,1.402808337015329,3.4125446629414435
UK,UK,channel_1,1.0727131842424242e7,roas,0.5637457593688643,0.32184697508221227,0.8531990391460664
UK,UK,channel_1,1.0727131842424242e7,mroas,0.4700306000472257,0.28876374240128616,0.6943214847261653
UK,UK,channel_1,1.0727131842424242e7,cpa,1.9420395946700537,1.1720595352660936,3.107068255226509
UK,UK,channel_1,1.0727131842424242e7,mcpa,2.295858264922232,1.4402552912739217,3.4630452722404357
UK,UK,channel_1,1.1237947644444443e7,roas,0.5592736846033757,0.3207249596692943,0.8457272010901848
UK,UK,channel_1,1.1237947644444443e7,mroas,0.4607760838361473,0.28287682547974496,0.6759369260360969
UK,UK,channel_1,1.1237947644444443e7,cpa,1.9559374269043681,1.1824144115687156,3.1179365747569854
UK,UK,channel_1,1.1237947644444443e7,mcpa,2.340401160024911,1.479427983511892,3.535108832334182
UK,UK,channel_1,1.1748763446464647e7,roas,0.5547918745399323,0.31951010212290326,0.8382353764086701
UK,UK,channel_1,1.1748763446464647e7,mroas,0.451701320128679,0.27568721332067736,0.6584979674141528
UK,UK,channel_1,1.1748763446464647e7,cpa,1.970149734891483,1.192982347645611,3.1297929462432648
UK,UK,channel_1,1.1748763446464647e7,mcpa,2.3861112405578204,1.5186080551524168,3.62729949388525
UK,UK,channel_1,1.2259579248484848e7,roas,0.550309320897151,0.31823079297293844,0.8305617559814149
UK,UK,channel_1,1.2259579248484848e7,mroas,0.4428182973266669,0.2721304106783415,0.6428968446212592
UK,UK,channel_1,1.2259579248484848e7,cpa,1.9846541824316768,1.2040043916076033,3.1423810720231495
UK,UK,channel_1,1.2259579248484848e7,mcpa,2.4329203770265933,1.5554601650407838,3.6747094335119206
UK,UK,channel_1,1.2770395050505051e7,roas,0.545833988362871,0.3169246177703878,0.8217311564199695
UK,UK,channel_1,1.2770395050505051e7,mroas,0.4341358506584946,0.26715703593197343,0.6291891988465904
UK,UK,channel_1,1.2770395050505051e7,cpa,1.999429802254433,1.2169431523497989,3.1553430790157395
UK,UK,channel_1,1.2770395050505051e7,mcpa,2.4807642223936575,1.5893471370028256,3.7431540737225233
UK,UK,channel_1,1.3281210852525253e7,roas,0.541372900109562,0.3136175259569743,0.8150863533471631
UK,UK,channel_1,1.3281210852525253e7,mroas,0.4256601201628015,0.25952629372629754,0.61343719804635
UK,UK,channel_1,1.3281210852525253e7,cpa,2.0144569482346983,1.2268638726370296,3.1885993177554792
UK,UK,channel_1,1.3281210852525253e7,mcpa,2.5295822234852507,1.6301595500817294,3.85317639629993
UK,UK,channel_1,1.3792026654545452e7,roas,0.536932220348051,0.3116638567216228,0.8073794218016289
UK,UK,channel_1,1.3792026654545452e7,mroas,0.41739495966869533,0.25542041493943085,0.6015004498945978
UK,UK,channel_1,1.3792026654545452e7,cpa,2.0297172415473694,1.2385751535660272,3.208585120451936
UK,UK,channel_1,1.3792026654545452e7,mcpa,2.579317592133629,1.662511562836888,3.915120069282195
UK,UK,channel_1,1.4302842456565656e7,roas,0.5325173329352144,0.31058553038850933,0.7996836120956695
UK,UK,channel_1,1.4302842456565656e7,mroas,0.4093422987838247,0.24938206138522379,0.5942428873174977
UK,UK,channel_1,1.4302842456565656e7,cpa,2.0451935128185057,1.2504947562429503,3.219725038980215
UK,UK,channel_1,1.4302842456565656e7,mcpa,2.62991724248645,1.6828145014380718,4.0099168038959645
UK,UK,channel_1,1.4813658258585857e7,roas,0.5281329154125873,0.30933746248360905,0.7920462806399148
UK,UK,channel_1,1.4813658258585857e7,mroas,0.4015024608441354,0.2433488463344651,0.5825331419697501
UK,UK,channel_1,1.4813658258585857e7,cpa,2.0608697419327298,1.262552811648883,3.2327170169637602
UK,UK,channel_1,1.4813658258585857e7,mcpa,2.6813317004159316,1.7166407088962237,4.109327359517015
UK,UK,channel_1,1.532447406060606e7,roas,0.5237830081291425,0.30810032712841423,0.7844972002650711
UK,UK,channel_1,1.532447406060606e7,mroas,0.3938744403066046,0.23936805030789068,0.5691551947088271
UK,UK,channel_1,1.532447406060606e7,cpa,2.0767309968181724,1.274702279800707,3.2457024276816844
UK,UK,channel_1,1.532447406060606e7,mcpa,2.733514990426743,1.7569909558723311,4.177683429804085
UK,UK,channel_1,1.5835289862626264e7,roas,0.5194710783089755,0.30617423422166856,0.7794320924907375
UK,UK,channel_1,1.5835289862626264e7,mroas,0.38645614329720474,0.2360717237599147,0.5574588881614969
UK,UK,channel_1,1.5835289862626264e7,cpa,2.092763372246826,1.2829854075452807,3.26612266611366
UK,UK,channel_1,1.5835289862626264e7,mcpa,2.786424504914849,1.793854949129805,4.236026206167709
UK,UK,channel_1,1.6346105664646465e7,roas,0.5152000790771464,0.30424972354549046,0.7724378869259956
UK,UK,channel_1,1.6346105664646465e7,mroas,0.37924459505155234,0.23065491848739123,0.5473712774604308
UK,UK,channel_1,1.6346105664646465e7,cpa,2.108953929452534,1.294602768894266,3.2867833368488824
UK,UK,channel_1,1.6346105664646465e7,mcpa,2.8400208600850205,1.8269135433449812,4.335480927998123
UK,UK,channel_1,1.6856921466666665e7,roas,0.5109725035661012,0.3023409145184604,0.765430641525833
UK,UK,channel_1,1.6856921466666665e7,mroas,0.37223611787321337,0.22621983793287082,0.5362302403715993
UK,UK,channel_1,1.6856921466666665e7,cpa,2.125290637174617,1.3064542942868298,3.307532182432105
UK,UK,channel_1,1.6856921466666665e7,mcpa,2.8942677423061247,1.864871225625705,4.420485269793593
UK,UK,channel_1,1.736773726868687e7,roas,0.5067904343004445,0.30042996745972433,0.7585112032196427
UK,UK,channel_1,1.736773726868687e7,mroas,0.3654264830347228,0.22145515672414107,0.5259015233470119
UK,UK,channel_1,1.736773726868687e7,cpa,2.141762314576216,1.318372205965598,3.3285686245373425
UK,UK,channel_1,1.736773726868687e7,mcpa,2.949131748180898,1.9014983389130338,4.515603175532237
UK,UK,channel_1,1.787855307070707e7,roas,0.5026555881071654,0.29854749814984327,0.7523842900309737
UK,UK,channel_1,1.787855307070707e7,mroas,0.3588110397957217,0.2161400465061371,0.5176127147162303
UK,UK,channel_1,1.787855307070707e7,cpa,2.1583585763575504,1.3291080316334596,3.3495524949872153
UK,UK,channel_1,1.787855307070707e7,mcpa,3.0045822211368693,1.9319468171951848,4.626645218689696
UK,UK,channel_1,1.838936887272727e7,roas,0.4985693568279599,0.2967662690530755,0.7454186212583332
UK,UK,channel_1,1.838936887272727e7,mroas,0.3523848244371274,0.21102846397003297,0.5094555554780821
UK,UK,channel_1,1.838936887272727e7,cpa,2.1750697802804444,1.3415282032733136,3.3696552114015477
UK,UK,channel_1,1.838936887272727e7,mcpa,3.0605910869124813,1.9628797634105675,4.738711632810847
UK,UK,channel_1,1.8900184674747474e7,roas,0.4945328441250012,0.2953334462162053,0.7384809505952835
UK,UK,channel_1,1.8900184674747474e7,mroas,0.34614265192807164,0.2061107608647712,0.49990918630685405
UK,UK,channel_1,1.8900184674747474e7,cpa,2.1918869772376746,1.3541310908617574,3.3860039052366653
UK,UK,channel_1,1.8900184674747474e7,mcpa,3.1171326899192424,2.0003633425732277,4.851773753995638
UK,UK,channel_1,1.9411000476767674e7,roas,0.49054689867533413,0.29332382552767416,0.7319103843708303
UK,UK,channel_1,1.9411000476767674e7,mroas,0.34007919256554014,0.2013775898013819,0.49051412685405116
UK,UK,channel_1,1.9411000476767674e7,cpa,2.2088018639351903,1.3662884493348462,3.40920189782418
UK,UK,channel_1,1.9411000476767674e7,mcpa,3.1741836321079995,2.0386772760840812,4.965808463359737
UK,UK,channel_1,1.9921816278787877e7,roas,0.48661214404502884,0.291322664528213,0.7255846795225583
UK,UK,channel_1,1.9921816278787877e7,mroas,0.33418903566311753,0.196819947954784,0.4812340643481642
UK,UK,channel_1,1.9921816278787877e7,cpa,2.2258067382041435,1.3782019520092652,3.4326203056114775
UK,UK,channel_1,1.9921816278787877e7,mcpa,3.2317226156538754,2.077990989281174,5.080797578485265
UK,UK,channel_1,2.043263208080808e7,roas,0.48272900552472325,0.28933128969821703,0.7193519336133222
UK,UK,channel_1,2.043263208080808e7,mroas,0.3284667421196217,0.19242920644608813,0.4725255416870715
UK,UK,channel_1,2.043263208080808e7,cpa,2.242894456920183,1.3901464217368547,3.4562458015840023
UK,UK,channel_1,2.043263208080808e7,mcpa,3.2897302904984973,2.116287849234968,5.19672726815138
UK,UK,channel_1,2.0943447882828284e7,roas,0.4788977341950089,0.2873613767233312,0.713193104680195
UK,UK,channel_1,2.0943447882828284e7,mroas,0.32290688747302887,0.18819712815089107,0.46465724877500575
UK,UK,channel_1,2.0943447882828284e7,cpa,2.2600583964776284,1.4021544689765,3.4799387845169885
UK,UK,channel_1,2.0943447882828284e7,mcpa,3.3481891075486536,2.1521239637334006,5.313587495259798
UK,UK,channel_1,2.1454263684848484e7,roas,0.47511842847464264,0.2854501971852622,0.7070732209933848
UK,UK,channel_1,2.1454263684848484e7,mroas,0.3175040968409714,0.1840717785664161,0.4565664777695072
UK,UK,channel_1,2.1454263684848484e7,cpa,2.277292415743952,1.4142916147554145,3.503238086007056
UK,UK,channel_1,2.1454263684848484e7,mcpa,3.407083178123095,2.1902616773926917,5.4326719070784035
UK,UK,channel_1,2.1965079486868687e7,roas,0.47139105338784437,0.2837939458346927,0.7010493040642787
UK,UK,channel_1,2.1965079486868687e7,mroas,0.3122530729659831,0.1796046356657741,0.4496700512771379
UK,UK,channel_1,2.1965079486868687e7,cpa,2.294590821404136,1.4264454361423535,3.5236836509441867
UK,UK,channel_1,2.1965079486868687e7,mcpa,3.466398140062042,2.223852836185749,5.567786484921778
UK,UK,channel_1,2.2475895288888887e7,roas,0.46771545776970364,0.2821477055339313,0.695492131235266
UK,UK,channel_1,2.2475895288888887e7,mroas,0.3071486184206434,0.17546502581228085,0.44266163587983764
UK,UK,channel_1,2.2475895288888887e7,cpa,2.3119483355934984,1.4378418901745735,3.5442437608270954
UK,UK,channel_1,2.2475895288888887e7,mcpa,3.5261210307645072,2.259063938206369,5.6991417297907905
UK,UK,channel_1,2.298671109090909e7,roas,0.46409138961152435,0.28051100611994884,0.690208743524761
UK,UK,channel_1,2.298671109090909e7,mroas,0.3021856528837288,0.17185690814004695,0.4367128992162682
UK,UK,channel_1,2.298671109090909e7,cpa,2.329360065710687,1.4488450402405018,3.564924098804631
UK,UK,channel_1,2.298671109090909e7,mcpa,3.5862401672925146,2.2898341377154394,5.818795072015483
UK,UK,channel_1,2.3497526892929293e7,roas,0.46051850973118297,0.27864621091384356,0.6849964350700807
UK,UK,channel_1,2.3497526892929293e7,mroas,0.29735922627180306,0.1686953401874472,0.43034630659593054
UK,UK,channel_1,2.3497526892929293e7,cpa,2.3468214762986466,1.459867046983585,3.5887816700395563
UK,UK,channel_1,2.3497526892929293e7,mcpa,3.6467450335769676,2.3237101650231287,5.927847048021528
UK,UK,channel_1,2.4008342694949493e7,roas,0.45699640393749363,0.2761107016586506,0.6798551253019549
UK,UK,channel_1,2.4008342694949493e7,mroas,0.292664528399756,0.1651629867463151,0.42357707973912306
UK,UK,channel_1,2.4008342694949493e7,cpa,2.3643283628800353,1.4709050173303653,3.6217357624184565
UK,UK,channel_1,2.4008342694949493e7,mcpa,3.7076261746750285,2.3608472691125466,6.0546255476175395
UK,UK,channel_1,2.4519158496969696e7,roas,0.4535245938423735,0.27422845949015145,0.6747845818726538
UK,UK,channel_1,2.4519158496969696e7,mroas,0.2880968957472076,0.16175451464373505,0.4180683463481503
UK,UK,channel_1,2.4519158496969696e7,cpa,2.381876827634015,1.481956301342747,3.646594887399416
UK,UK,channel_1,2.4519158496969696e7,mcpa,3.768875097959247,2.391955187664274,6.182207930621738
UK,UK,channel_1,2.50299742989899e7,roas,0.4501025464603391,0.271991677762057,0.6697844394936074
UK,UK,channel_1,2.50299742989899e7,mroas,0.28365181582366805,0.15858614562551207,0.4132747676572033
UK,UK,channel_1,2.50299742989899e7,cpa,2.3994632568032634,1.4930184746631106,3.676583078712314
UK,UK,channel_1,2.50299742989899e7,mcpa,3.830484181064506,2.419698295687427,6.305723348729339
UK,UK,channel_1,2.5540790101010103e7,roas,0.44672968272162517,0.27010824849745396,0.6648542169476543
UK,UK,channel_1,2.5540790101010103e7,mroas,0.2793249295526178,0.15551827864600298,0.406765174662715
UK,UK,channel_1,2.5540790101010103e7,cpa,2.4170842997230335,1.504089322072698,3.7022203354372962
UK,UK,channel_1,2.5540790101010103e7,mcpa,3.892446586376155,2.458424136445813,6.430118518988172
UK,UK,channel_1,2.6051605903030302e7,roas,0.4434053850129775,0.26828737372313793,0.6599651376541946
UK,UK,channel_1,2.6051605903030302e7,mroas,0.27511203203185,0.15229614078831788,0.40042133833212784
UK,UK,channel_1,2.6051605903030302e7,cpa,2.4347368493678614,1.515231552474822,3.7273469199207327
UK,UK,channel_1,2.6051605903030302e7,mcpa,3.954756181810445,2.497375334638505,6.566160718087831
UK,UK,channel_1,2.6562421705050506e7,roas,0.44012900384894166,0.26648627580834416,0.6542001437685254
UK,UK,channel_1,2.6562421705050506e7,mroas,0.2710090719732139,0.149062995024652,0.3941911558567672
UK,UK,channel_1,2.6562421705050506e7,cpa,2.4524180243157345,1.5285844043349743,3.752538547606355
UK,UK,channel_1,2.6562421705050506e7,mcpa,4.017407467615517,2.5368438201603567,6.7085743073705295
UK,UK,channel_1,2.7073237507070705e7,roas,0.436899863766194,0.2647437780322828,0.6484839572399578
UK,UK,channel_1,2.7073237507070705e7,mroas,0.2670121500783242,0.1460073715426832,0.38907589157658423
UK,UK,channel_1,2.7073237507070705e7,cpa,2.4701251520342296,1.542058369477651,3.7772370282930905
UK,UK,channel_1,2.7073237507070705e7,mcpa,4.080395508905204,2.5701928511268313,6.848969376090715
UK,UK,channel_1,2.7584053309090905e7,roas,0.43371726852410397,0.26290142498316776,0.6429160739267871
UK,UK,channel_1,2.7584053309090905e7,mroas,0.263117516566792,0.14329898419837198,0.38310811537730505
UK,UK,channel_1,2.7584053309090905e7,cpa,2.487855753397919,1.5554130292210109,3.803707586042478
UK,UK,channel_1,2.7584053309090905e7,mcpa,4.143715873628637,2.6102303799922026,6.978419370240786
UK,UK,channel_1,2.8094869111111112e7,roas,0.4305805056862157,0.2611191548448466,0.6376522521570653
UK,UK,channel_1,2.8094869111111112e7,mroas,0.25932156803927126,0.14069361515407033,0.3772137188148553
UK,UK,channel_1,2.8094869111111112e7,cpa,2.505607528351275,1.5682531205100414,3.8296716549189167
UK,UK,channel_1,2.8094869111111112e7,mcpa,4.207364575674044,2.6510220789435115,7.107644870831876
UK,UK,channel_1,2.860568491313131e7,roas,0.42748885064964554,0.2593563061285858,0.6320531963021889
UK,UK,channel_1,2.860568491313131e7,mroas,0.2556208438282832,0.13816616107338364,0.3731759485215602
UK,UK,channel_1,2.860568491313131e7,cpa,2.523378342636206,1.582146560106037,3.8557050737289176
UK,UK,channel_1,2.860568491313131e7,mcpa,4.271338022805135,2.679703914583132,7.23766317405039
UK,UK,channel_1,2.9116500715151515e7,roas,0.4244415701824286,0.25765322249540873,0.6268083880323484
UK,UK,channel_1,2.9116500715151515e7,mroas,0.2520120219647516,0.13571339421220963,0.36920210053679836
UK,UK,channel_1,2.9116500715151515e7,cpa,2.541166215508227,1.595386615289849,3.881188853705604
UK,UK,channel_1,2.9116500715151515e7,mcpa,4.335632969131789,2.708544898650294,7.368469872039215
UK,UK,channel_1,2.9627316517171714e7,roas,0.4214379255225803,0.25597619358549417,0.6217718435710835
UK,UK,channel_1,2.9627316517171714e7,mroas,0.24849191486683686,0.13333227323594912,0.3652918909566485
UK,UK,channel_1,2.9627316517171714e7,cpa,2.55896930836996,1.6083115061052387,3.9066141979187035
UK,UK,channel_1,2.9627316517171714e7,mcpa,4.400246471822461,2.737537152461477,7.5000597203649555
UK,UK,channel_1,3.0138132319191914e7,roas,0.41847717508698484,0.2543171832757994,0.6183254700241165
UK,UK,channel_1,3.0138132319191914e7,mroas,0.2450574648394737,0.13102899632252485,0.3614449377046317
UK,UK,channel_1,3.0138132319191914e7,cpa,2.576785914255288,1.6172747688061229,3.9320976724666417
UK,UK,channel_1,3.0138132319191914e7,mcpa,4.465175851774334,2.7666731402281397,7.631898498400512
UK,UK,channel_1,3.064894812121212e7,roas,0.41555857683314346,0.25303447295143583,0.6149093275454243
UK,UK,channel_1,3.064894812121212e7,mroas,0.24170573945759813,0.12884819226897082,0.3572416609788775
UK,UK,channel_1,3.064894812121212e7,cpa,2.594614448101817,1.6262587017259966,3.9520311445575267
UK,UK,channel_1,3.064894812121212e7,mcpa,4.530418657966525,2.7992258178333316,7.761071397481013
UK,UK,channel_1,3.115976392323232e7,roas,0.4126813903122509,0.25182903941374907,0.6115236056965195
UK,UK,channel_1,3.115976392323232e7,mroas,0.23843392689293852,0.12672734322042864,0.354036608463912
UK,UK,channel_1,3.115976392323232e7,cpa,2.612453437753549,1.6352618023493433,3.970950136539811
UK,UK,channel_1,3.115976392323232e7,mcpa,4.595972635232874,2.824567731706862,7.890957410213717
UK,UK,channel_1,3.1670579725252528e7,roas,0.4098448784479754,0.25063121690936396,0.6081684425034987
UK,UK,channel_1,3.1670579725252528e7,mroas,0.2352393312331749,0.124664165092233,0.3500052686462623
UK,UK,channel_1,3.1670579725252528e7,cpa,2.630301515639631,1.644282657503541,3.989931205057984
UK,UK,channel_1,3.1670579725252528e7,mcpa,4.6618356952024405,2.857099993544707,8.021552487809613
UK,UK,channel_1,3.2181395527272727e7,roas,0.40704830907164524,0.24912292583175344,0.6048439286913972
UK,UK,channel_1,3.2181395527272727e7,mroas,0.2321193678328947,0.12265649514077942,0.3451919353829557
UK,UK,channel_1,3.2181395527272727e7,cpa,2.6481574110788197,1.653319938761932,4.014088830174475
UK,UK,channel_1,3.2181395527272727e7,mcpa,4.728005890168228,2.896942237635885,8.152851940639103
UK,UK,channel_1,3.269221132929293e7,roas,0.4042909562412542,0.24758589588801838,0.6014979111269804
UK,UK,channel_1,3.269221132929293e7,mroas,0.2290715587278686,0.12070228380119429,0.3410982862193698
UK,UK,channel_1,3.269221132929293e7,cpa,2.6660199431628735,1.6625162131497777,4.039009164351273
UK,UK,channel_1,3.269221132929293e7,mcpa,4.794481389657537,2.931712438753301,8.28485043589688
UK,UK,channel_1,3.320302713131313e7,roas,0.4015721013687598,0.2456349417707764,0.5968173520360407
UK,UK,channel_1,3.320302713131313e7,mroas,0.2260935281375641,0.1187995870917527,0.3372635124179528
UK,UK,channel_1,3.320302713131313e7,cpa,2.6838880141754227,1.6755549968567152,4.071085797186396
UK,UK,channel_1,3.320302713131313e7,mcpa,4.861260459489328,2.9650492975744784,8.417542001531771
UK,UK,channel_1,3.371384293333333e7,roas,0.398891034177506,0.24369966997582881,0.5917940725458841
UK,UK,channel_1,3.371384293333333e7,mroas,0.2231829980751978,0.11694655955621315,0.33348173801378544
UK,UK,channel_1,3.371384293333333e7,cpa,2.7017606035060147,1.6897792844598785,4.103411416598542
UK,UK,channel_1,3.371384293333333e7,mcpa,4.92834144311756,2.998673297824374,8.550920035545978
UK,UK,channel_1,3.422465873535354e7,roas,0.3962470535092505,0.24284334279828343,0.586796667629796
UK,UK,channel_1,3.422465873535354e7,mroas,0.22033778408001214,0.1151557159519996,0.3297632814382058
