curve_family,panel_cell,geo,channel,delta,spend,observed_total_spend,mean,lower,upper
response,UK,UK,channel_1,0.3434343434343434,8.683868634343434e6,2.52853822e7,5.048072553421583e6,2.827028125503061e6,7.669648486339137e6
response,UK,UK,channel_1,0.36363636363636365,9.194684436363636e6,2.52853822e7,5.305300077138656e6,2.988685887246301e6,8.057441057468079e6
response,UK,UK,channel_1,0.3838383838383838,9.705500238383837e6,2.52853822e7,5.557554610981433e6,3.1444692432754734e6,8.440808238020701e6
response,UK,UK,channel_1,0.40404040404040403,1.021631604040404e7,2.52853822e7,5.804890270613952e6,3.2992109970088997e6,8.79640707646997e6
response,UK,UK,channel_1,0.42424242424242425,1.0727131842424242e7,2.52853822e7,6.047375086357377e6,3.4524949347923202e6,9.152378580749538e6
response,UK,UK,channel_1,0.4444444444444444,1.1237947644444443e7,2.52853822e7,6.285088386488272e6,3.6042903050300856e6,9.504238007334035e6
response,UK,UK,channel_1,0.46464646464646464,1.1748763446464647e7,2.52853822e7,6.518118495990358e6,3.753848608597752e6,9.848229149883715e6
response,UK,UK,channel_1,0.48484848484848486,1.2259579248484848e7,2.52853822e7,6.746560730718502e6,3.9013756257599136e6,1.0182337668214891e7
response,UK,UK,channel_1,0.5050505050505051,1.2770395050505051e7,2.52853822e7,6.970515663386639e6,4.047252570158165e6,1.0493831492791368e7
response,UK,UK,channel_1,0.5252525252525253,1.3281210852525253e7,2.52853822e7,7.190087636198186e6,4.1652204892818877e6,1.0825333721819576e7
response,UK,UK,channel_1,0.5454545454545454,1.3792026654545452e7,2.52853822e7,7.405383494724593e6,4.298476219163057e6,1.1135398505819563e7
response,UK,UK,channel_1,0.5656565656565656,1.4302842456565656e7,2.52853822e7,7.616511518362894e6,4.442255910435734e6,1.1437748718901724e7
response,UK,UK,channel_1,0.5858585858585859,1.4813658258585857e7,2.52853822e7,7.823580524032699e6,4.582419455810308e6,1.1733102926383683e7
response,UK,UK,channel_1,0.6060606060606061,1.532447406060606e7,2.52853822e7,8.026699121461257e6,4.721475471143626e6,1.202200699608016e7
response,UK,UK,channel_1,0.6262626262626263,1.5835289862626264e7,2.52853822e7,8.225975100273653e6,4.848357747367748e6,1.2342533112824151e7
response,UK,UK,channel_1,0.6464646464646465,1.6346105664646465e7,2.52853822e7,8.421514931029249e6,4.973298129514062e6,1.2626351319068562e7
response,UK,UK,channel_1,0.6666666666666666,1.6856921466666665e7,2.52853822e7,8.613423364239823e6,5.096537052197867e6,1.2902804212381251e7
response,UK,UK,channel_1,0.6868686868686869,1.736773726868687e7,2.52853822e7,8.801803113213832e6,5.217788742480637e6,1.317362329287431e7
response,UK,UK,channel_1,0.7070707070707071,1.787855307070707e7,2.52853822e7,8.98675460826143e6,5.337597289798793e6,1.3451542458885025e7
response,UK,UK,channel_1,0.7272727272727273,1.838936887272727e7,2.52853822e7,9.16837581134774e6,5.457344390600034e6,1.3707777990919271e7
response,UK,UK,channel_1,0.7474747474747475,1.8900184674747474e7,2.52853822e7,9.34676208169063e6,5.581856674115879e6,1.3957426345033923e7
response,UK,UK,channel_1,0.7676767676767676,1.9411000476767674e7,2.52853822e7,9.522006084063815e6,5.693708917165002e6,1.4207112819973398e7
response,UK,UK,channel_1,0.7878787878787878,1.9921816278787877e7,2.52853822e7,9.694197732692124e6,5.803676600578014e6,1.4454964680151585e7
response,UK,UK,channel_1,0.8080808080808081,2.043263208080808e7,2.52853822e7,9.863424164621042e6,5.911799791869366e6,1.469825339613889e7
response,UK,UK,channel_1,0.8282828282828283,2.0943447882828284e7,2.52853822e7,1.0029769737317722e7,6.018338016942871e6,1.4936722618262162e7
response,UK,UK,channel_1,0.8484848484848485,2.1454263684848484e7,2.52853822e7,1.0193316046025809e7,6.12412379930461e6,1.5169735327687223e7
response,UK,UK,channel_1,0.8686868686868687,2.1965079486868687e7,2.52853822e7,1.0354141957062766e7,6.233556578151133e6,1.5398603687985858e7
response,UK,UK,channel_1,0.8888888888888888,2.2475895288888887e7,2.52853822e7,1.0512323653826589e7,6.341522285580896e6,1.5631808315890007e7
response,UK,UK,channel_1,0.9090909090909091,2.298671109090909e7,2.52853822e7,1.0667934692778641e7,6.448025455499495e6,1.5865628979823053e7
response,UK,UK,channel_1,0.9292929292929293,2.3497526892929293e7,2.52853822e7,1.0821046067100191e7,6.547496834560887e6,1.6095722154619914e7
response,UK,UK,channel_1,0.9494949494949495,2.4008342694949493e7,2.52853822e7,1.0971726276090913e7,6.628960347163843e6,1.6322194831167161e7
response,UK,UK,channel_1,0.9696969696969697,2.4519158496969696e7,2.52853822e7,1.1120041398694962e7,6.723851062618857e6,1.6545150114247024e7
response,UK,UK,channel_1,0.98989898989899,2.50299742989899e7,2.52853822e7,1.1266055169812197e7,6.80794470392343e6,1.676468730638835e7
response,UK,UK,channel_1,1.0101010101010102,2.5540790101010103e7,2.52853822e7,1.1409829058283871e7,6.898778079424949e6,1.6980902002831474e7
response,UK,UK,channel_1,1.0303030303030303,2.6051605903030302e7,2.52853822e7,1.1551422345639508e7,6.9893169289941965e6,1.7193151675906222e7
response,UK,UK,channel_1,1.0505050505050506,2.6562421705050506e7,2.52853822e7,1.1690892204859383e7,7.078520836629636e6,1.737714009828424e7
response,UK,UK,channel_1,1.0707070707070707,2.7073237507070705e7,2.52853822e7,1.1828293778549002e7,7.1674711811872e6,1.755656019388246e7
response,UK,UK,channel_1,1.0909090909090908,2.7584053309090905e7,2.52853822e7,1.1963680256042177e7,7.251886921771664e6,1.7734231256467927e7
response,UK,UK,channel_1,1.1111111111111112,2.8094869111111112e7,2.52853822e7,1.2097102949050264e7,7.3361084777699215e6,1.7914756562757965e7
response,UK,UK,channel_1,1.1313131313131313,2.860568491313131e7,2.52853822e7,1.2228611365560414e7,7.419064773347953e6,1.8080314581757948e7
response,UK,UK,channel_1,1.1515151515151516,2.9116500715151515e7,2.52853822e7,1.2358253281756714e7,7.5019602370486595e6,1.825046687840684e7
response,UK,UK,channel_1,1.1717171717171717,2.9627316517171714e7,2.52853822e7,1.2486074811797725e7,7.583887708218256e6,1.8421431210945867e7
response,UK,UK,channel_1,1.1919191919191918,3.0138132319191914e7,2.52853822e7,1.261212047533319e7,7.664644920610224e6,1.8635174831913356e7
response,UK,UK,channel_1,1.2121212121212122,3.064894812121212e7,2.52853822e7,1.2736433262683753e7,7.755240434366808e6,1.8846324079189144e7
response,UK,UK,channel_1,1.2323232323232323,3.115976392323232e7,2.52853822e7,1.285905469764103e7,7.846933417146788e6,1.9054931186987355e7
response,UK,UK,channel_1,1.2525252525252526,3.1670579725252528e7,2.52853822e7,1.2980024897873037e7,7.937635936765072e6,1.9261047144689713e7
response,UK,UK,channel_1,1.2727272727272727,3.2181395527272727e7,2.52853822e7,1.309938263294217e7,8.017123411103087e6,1.9464721701487396e7
response,UK,UK,channel_1,1.292929292929293,3.269221132929293e7,2.52853822e7,1.3217165379961004e7,8.094130430523415e6,1.96642968246915e7
response,UK,UK,channel_1,1.3131313131313131,3.320302713131313e7,2.52853822e7,1.3333409376925359e7,8.155823636013609e6,1.981614273209112e7
response,UK,UK,channel_1,1.3333333333333333,3.371384293333333e7,2.52853822e7,1.3448149673775338e7,8.216052396470261e6,1.9951652410689607e7
response,UK,UK,channel_1,1.3535353535353536,3.422465873535354e7,2.52853822e7,1.356142018124347e7,8.311230533423724e6,2.0082915696672443e7
response,UK,UK,channel_1,1.3737373737373737,3.473547453737374e7,2.52853822e7,1.367325371755571e7,8.392306639310563e6,2.0212244747544914e7
response,UK,UK,channel_1,1.393939393939394,3.524629033939394e7,2.52853822e7,1.3783682053055432e7,8.464494282578593e6,2.0339688023210708e7
response,UK,UK,channel_1,1.4141414141414141,3.575710614141414e7,2.52853822e7,1.3892735952823877e7,8.535918702579841e6,2.046529223759929e7
response,UK,UK,channel_1,1.4343434343434343,3.626792194343434e7,2.52853822e7,1.4000445217372285e7,8.606624546039265e6,2.058910244287442e7
response,UK,UK,channel_1,1.4545454545454546,3.677873774545454e7,2.52853822e7,1.4106838721481841e7,8.67646684221994e6,2.0711162108297393e7
response,UK,UK,channel_1,1.4747474747474747,3.728955354747474e7,2.52853822e7,1.4211944451267697e7,8.745463604162537e6,2.0831513194175676e7
response,UK,UK,channel_1,1.494949494949495,3.780036934949495e7,2.52853822e7,1.4315789539542735e7,8.813632322424905e6,2.0964855537753396e7
response,UK,UK,channel_1,1.5151515151515151,3.831118515151515e7,2.52853822e7,1.4418400299555507e7,8.880849992032677e6,2.11076161586933e7
response,UK,UK,channel_1,1.5353535353535352,3.882200095353535e7,2.52853822e7,1.451980225717548e7,8.927402033538708e6,2.124867897029085e7
response,UK,UK,channel_1,1.5555555555555556,3.9332816755555555e7,2.52853822e7,1.462002018159664e7,8.985922092939842e6,2.1388080006836433e7
response,UK,UK,channel_1,1.5757575757575757,3.9843632557575755e7,2.52853822e7,1.4719078114628587e7,9.044759224018892e6,2.1525854139509782e7
response,UK,UK,channel_1,1.595959595959596,4.035444835959596e7,2.52853822e7,1.4816999398641927e7,9.11101579393292e6,2.1664804672530748e7
response,UK,UK,channel_1,1.6161616161616161,4.086526416161616e7,2.52853822e7,1.4913806703232378e7,9.176537026676457e6,2.1831077068081137e7
response,UK,UK,channel_1,1.6363636363636365,4.137607996363637e7,2.52853822e7,1.5009522050665574e7,9.228717710916394e6,2.1995721823657297e7
response,UK,UK,channel_1,1.6565656565656566,4.188689576565657e7,2.52853822e7,1.5104166840162018e7,9.27704956072057e6,2.2122613294990305e7
response,UK,UK,channel_1,1.6767676767676767,4.239771156767677e7,2.52853822e7,1.5197761871079156e7,9.324747303542916e6,2.2240374388518438e7
response,UK,UK,channel_1,1.696969696969697,4.290852736969697e7,2.52853822e7,1.5290327365045056e7,9.371825220054774e6,2.235434650135879e7
response,UK,UK,channel_1,1.7171717171717171,4.341934317171717e7,2.52853822e7,1.5381882987095613e7,9.418297177116409e6,2.24710884003107e7
response,UK,UK,channel_1,1.7373737373737375,4.3930158973737374e7,2.52853822e7,1.547244786586492e7,9.464195774065781e6,2.2599244020180836e7
response,UK,UK,channel_1,1.7575757575757576,4.444097477575757e7,2.52853822e7,1.5562040612875981e7,9.519376448744504e6,2.2723906403649814e7
response,UK,UK,channel_1,1.7777777777777777,4.495179057777777e7,2.52853822e7,1.5650679340976711e7,9.573922287492178e6,2.2828299993490033e7
response,UK,UK,channel_1,1.797979797979798,4.546260637979798e7,2.52853822e7,1.5738381681963908e7,9.62784499648288e6,2.297936808132595e7
response,UK,UK,channel_1,1.8181818181818181,4.597342218181818e7,2.52853822e7,1.5825164803435752e7,9.681155974741839e6,2.3134320579697695e7
response,UK,UK,channel_1,1.8383838383838385,4.648423798383839e7,2.52853822e7,1.5911045424911382e7,9.733866325239845e6,2.3240476352073163e7
response,UK,UK,channel_1,1.8585858585858586,4.699505378585859e7,2.52853822e7,1.5996039833254049e7,9.785986865526907e6,2.335366509831316e7
response,UK,UK,channel_1,1.878787878787879,4.7505869587878786e7,2.52853822e7,1.6080163897432514e7,9.828872804016454e6,2.347591709609763e7
response,UK,UK,channel_1,1.898989898989899,4.8016685389898986e7,2.52853822e7,1.6163433082653534e7,9.863457116565654e6,2.3594722046866316e7
response,UK,UK,channel_1,1.9191919191919191,4.8527501191919185e7,2.52853822e7,1.624586246389661e7,9.897566747380126e6,2.371209523290542e7
response,UK,UK,channel_1,1.9393939393939394,4.903831699393939e7,2.52853822e7,1.6327466738880392e7,9.931212649051838e6,2.382829245308498e7
response,UK,UK,channel_1,1.9595959595959596,4.954913279595959e7,2.52853822e7,1.6408260240488812e7,9.964405458418345e6,2.3943333503501408e7
response,UK,UK,channel_1,1.97979797979798,5.00599485979798e7,2.52853822e7,1.6488256948683275e7,9.997155506885896e6,2.405723768696406e7
response,UK,UK,channel_1,2.0,5.05707644e7,2.52853822e7,1.6567470501926059e7,1.0029472830370096e7,2.41700238305777e7
response,FR,FR,channel_1,0.0,0.0,2.553958084276678e7,0.0,0.0,0.0
response,FR,FR,channel_1,0.020202020202020204,515951.1281367027,2.553958084276678e7,318558.94303673896,173855.07255066102,515886.00878004107
response,FR,FR,channel_1,0.04040404040404041,1.0319022562734054e6,2.553958084276678e7,636516.0327661927,347522.4189885409,1.0290238122597439e6
response,FR,FR,channel_1,0.06060606060606061,1.547853384410108e6,2.553958084276678e7,953281.7464281732,520815.90066545777,1.5369170123926129e6
response,FR,FR,channel_1,0.08080808080808081,2.0638045125468108e6,2.553958084276678e7,1.2682904206913433e6,693552.5188786417,2.0442893049951622e6
response,FR,FR,channel_1,0.10101010101010101,2.579755640683513e6,2.553958084276678e7,1.5810102898256641e6,865553.8988475621,2.5475404221817534e6
response,FR,FR,channel_1,0.12121212121212122,3.095706768820216e6,2.553958084276678e7,1.8909515416965117e6,1.0366476744945633e6,3.0457685538450545e6
response,FR,FR,channel_1,0.1414141414141414,3.6116578969569183e6,2.553958084276678e7,2.1976721376583027e6,1.2066913214990683e6,3.531556556662086e6
response,FR,FR,channel_1,0.16161616161616163,4.1276090250936216e6,2.553958084276678e7,2.5007813729855595e6,1.3750591737803407e6,4.0015429820433976e6
response,FR,FR,channel_1,0.18181818181818182,4.643560153230323e6,2.553958084276678e7,2.7999413423086414e6,1.539170491207936e6,4.459516657506781e6
response,FR,FR,channel_1,0.20202020202020202,5.159511281367026e6,2.553958084276678e7,3.094866601475104e6,1.7068462684926288e6,4.904903191306123e6
response,FR,FR,channel_1,0.2222222222222222,5.675462409503729e6,2.553958084276678e7,3.385322381969605e6,1.8730359702057922e6,5.337975300312582e6
response,FR,FR,channel_1,0.24242424242424243,6.191413537640432e6,2.553958084276678e7,3.6711217265992896e6,2.0355397811277763e6,5.802149279893965e6
response,FR,FR,channel_1,0.26262626262626265,6.707364665777135e6,2.553958084276678e7,3.9521218908029636e6,2.1961832507765563e6,6.261297966477934e6
response,FR,FR,channel_1,0.2828282828282828,7.223315793913837e6,2.553958084276678e7,4.228220307964157e6,2.3548736744394526e6,6.713811515590844e6
response,FR,FR,channel_1,0.30303030303030304,7.739266922050539e6,2.553958084276678e7,4.4993503620056985e6,2.5115297133565475e6,7.149991072031011e6
response,FR,FR,channel_1,0.32323232323232326,8.255218050187243e6,2.553958084276678e7,4.765477155075097e6,2.66608119323812e6,7.535226302234641e6
response,FR,FR,channel_1,0.3434343434343434,8.771169178323945e6,2.553958084276678e7,5.026593407557568e6,2.811359801627064e6,7.906293172920078e6
response,FR,FR,channel_1,0.36363636363636365,9.287120306460647e6,2.553958084276678e7,5.2827155845283065e6,2.953572325834586e6,8.313220878795167e6
response,FR,FR,channel_1,0.3838383838383838,9.803071434597349e6,2.553958084276678e7,5.533880307795418e6,3.096825974150628e6,8.654106367477367e6
response,FR,FR,channel_1,0.40404040404040403,1.0319022562734053e7,2.553958084276678e7,5.780141085514239e6,3.2472465419224477e6,8.97436252605999e6
response,FR,FR,channel_1,0.42424242424242425,1.0834973690870756e7,2.553958084276678e7,6.021565371043594e6,3.398702368324488e6,9.291117127342638e6
response,FR,FR,channel_1,0.4444444444444444,1.1350924819007458e7,2.553958084276678e7,6.2582319481319655e6,3.536664609354584e6,9.643515733072193e6
response,FR,FR,channel_1,0.46464646464646464,1.186687594714416e7,2.553958084276678e7,6.490228629534475e6,3.684348471647683e6,1.001072216984486e7
response,FR,FR,channel_1,0.48484848484848486,1.2382827075280864e7,2.553958084276678e7,6.71765024974525e6,3.830425874652842e6,1.0329825440753765e7
response,FR,FR,channel_1,0.5050505050505051,1.2898778203417568e7,2.553958084276678e7,6.9405969288084395e6,3.9750403508526566e6,1.0662116982356539e7
response,FR,FR,channel_1,0.5252525252525253,1.341472933155427e7,2.553958084276678e7,7.159172582427782e6,4.1053633372361306e6,1.0984343613175873e7
response,FR,FR,channel_1,0.5454545454545454,1.393068045969097e7,2.553958084276678e7,7.373483653258232e6,4.243003099080098e6,1.130456763072416e7
response,FR,FR,channel_1,0.5656565656565656,1.4446631587827673e7,2.553958084276678e7,7.583638038891128e6,4.379135778838636e6,1.160858428228949e7
response,FR,FR,channel_1,0.5858585858585859,1.4962582715964377e7,2.553958084276678e7,7.789744193300432e6,4.513464062191308e6,1.1912143508874621e7
response,FR,FR,channel_1,0.6060606060606061,1.5478533844101079e7,2.553958084276678e7,7.991910380152125e6,4.638487027544924e6,1.222089645183787e7
response,FR,FR,channel_1,0.6262626262626263,1.5994484972237783e7,2.553958084276678e7,8.1902440582100665e6,4.760168463815529e6,1.2525067086129554e7
response,FR,FR,channel_1,0.6464646464646465,1.6510436100374486e7,2.553958084276678e7,8.38485138097115e6,4.883977922135665e6,1.2823229283348726e7
response,FR,FR,channel_1,0.6666666666666666,1.7026387228511184e7,2.553958084276678e7,8.575836794541866e6,5.010046618856819e6,1.3115546343543047e7
response,FR,FR,channel_1,0.6868686868686869,1.754233835664789e7,2.553958084276678e7,8.763302719569532e6,5.135027484727827e6,1.3402180915939765e7
response,FR,FR,channel_1,0.7070707070707071,1.8058289484784592e7,2.553958084276678e7,8.947349304728217e6,5.2649564126213305e6,1.3681871176167632e7
response,FR,FR,channel_1,0.7272727272727273,1.8574240612921294e7,2.553958084276678e7,9.12807424081268e6,5.403682401450125e6,1.3946800155620266e7
response,FR,FR,channel_1,0.7474747474747475,1.9090191741058e7,2.553958084276678e7,9.305572625904208e6,5.523839702245858e6,1.4183137113373805e7
response,FR,FR,channel_1,0.7676767676767676,1.9606142869194698e7,2.553958084276678e7,9.479936873340312e6,5.627453267288921e6,1.4414193262585068e7
response,FR,FR,channel_1,0.7878787878787878,2.0122093997331403e7,2.553958084276678e7,9.651256655349908e6,5.73649476105317e6,1.4655905662881987e7
response,FR,FR,channel_1,0.8080808080808081,2.0638045125468105e7,2.553958084276678e7,9.819618876214877e6,5.847822220799231e6,1.4939210935045771e7
response,FR,FR,channel_1,0.8282828282828283,2.1153996253604807e7,2.553958084276678e7,9.985107669697842e6,5.959690249784525e6,1.5162026852114055e7
response,FR,FR,channel_1,0.8484848484848485,2.1669947381741513e7,2.553958084276678e7,1.0147804416244412e7,6.070271783301945e6,1.537970252255753e7
response,FR,FR,channel_1,0.8686868686868687,2.2185898509878214e7,2.553958084276678e7,1.0307787776137915e7,6.1793167300752085e6,1.5612902806483636e7
response,FR,FR,channel_1,0.8888888888888888,2.2701849638014916e7,2.553958084276678e7,1.0465133735365132e7,6.2868527624315275e6,1.5839440351544369e7
response,FR,FR,channel_1,0.9090909090909091,2.321780076615162e7,2.553958084276678e7,1.0619915661454028e7,6.393460262871743e6,1.6032824486912444e7
response,FR,FR,channel_1,0.9292929292929293,2.373375189428832e7,2.553958084276678e7,1.0772204366976969e7,6.498709200949489e6,1.6251324630720487e7
response,FR,FR,channel_1,0.9494949494949495,2.4249703022425026e7,2.553958084276678e7,1.092206817878514e7,6.602538439500188e6,1.6468879714820128e7
response,FR,FR,channel_1,0.9696969696969697,2.4765654150561728e7,2.553958084276678e7,1.1069573011358565e7,6.704975143701183e6,1.6682899072604874e7
response,FR,FR,channel_1,0.98989898989899,2.528160527869843e7,2.553958084276678e7,1.1214782442928886e7,6.8060463491616035e6,1.689348848832992e7
response,FR,FR,channel_1,1.0101010101010102,2.5797556406835135e7,2.553958084276678e7,1.1357757793264579e7,6.895246195298928e6,1.7100749105916373e7
response,FR,FR,channel_1,1.0303030303030303,2.6313507534971833e7,2.553958084276678e7,1.149855820220617e7,6.9718453415806135e6,1.730477764030642e7
response,FR,FR,channel_1,1.0505050505050506,2.682945866310854e7,2.553958084276678e7,1.1637240708207125e7,7.047077670336731e6,1.7505666585112467e7
response,FR,FR,channel_1,1.0707070707070707,2.734540979124524e7,2.553958084276678e7,1.1773860326278199e7,7.12098346158712e6,1.770350441534255e7
response,FR,FR,channel_1,1.0909090909090908,2.786136091938194e7,2.553958084276678e7,1.1908470124853438e7,7.194498370742456e6,1.7912087051627304e7
response,FR,FR,channel_1,1.1111111111111112,2.8377312047518644e7,2.553958084276678e7,1.2041121301196994e7,7.267520949510544e6,1.8118889675255887e7
response,FR,FR,channel_1,1.1313131313131313,2.8893263175655346e7,2.553958084276678e7,1.2171863255055219e7,7.339351049557633e6,1.83228443181316e7
response,FR,FR,channel_1,1.1515151515151516,2.9409214303792052e7,2.553958084276678e7,1.2300743660329431e7,7.421325545156619e6,1.8524022753944993e7
response,FR,FR,channel_1,1.1717171717171717,2.9925165431928754e7,2.553958084276678e7,1.2427808534604311e7,7.5137322549235355e6,1.8712982825735364e7
response,FR,FR,channel_1,1.1919191919191918,3.0441116560065452e7,2.553958084276678e7,1.2553102306416105e7,7.584502295570123e6,1.8896541561047252e7
response,FR,FR,channel_1,1.2121212121212122,3.0957067688202158e7,2.553958084276678e7,1.2676667880185585e7,7.666050774580949e6,1.90775634649458e7
response,FR,FR,channel_1,1.2323232323232323,3.147301881633886e7,2.553958084276678e7,1.2798546698774297e7,7.763242905290436e6,1.925611353530437e7
response,FR,FR,channel_1,1.2525252525252526,3.1988969944475565e7,2.553958084276678e7,1.2918778803649988e7,7.859487902602631e6,1.9432254221676692e7
response,FR,FR,channel_1,1.2727272727272727,3.2504921072612267e7,2.553958084276678e7,1.3037402892669259e7,7.954795892367561e6,1.9635032566367764e7
response,FR,FR,channel_1,1.292929292929293,3.3020872200748973e7,2.553958084276678e7,1.3154456375503452e7,8.031681946387774e6,1.9840356630401388e7
response,FR,FR,channel_1,1.3131313131313131,3.353682332888567e7,2.553958084276678e7,1.3269975426747747e7,8.099222042847294e6,2.00433740861658e7
response,FR,FR,channel_1,1.3333333333333333,3.405277445702237e7,2.553958084276678e7,1.3383995036764683e7,8.165866894346491e6,2.022704002304453e7
response,FR,FR,channel_1,1.3535353535353536,3.456872558515908e7,2.553958084276678e7,1.3496549060321635e7,8.2316382778811455e6,2.0378568329538506e7
response,FR,FR,channel_1,1.3737373737373737,3.508467671329578e7,2.553958084276678e7,1.360767026308822e7,8.296557182999996e6,2.051345108735282e7
response,FR,FR,channel_1,1.393939393939394,3.560062784143248e7,2.553958084276678e7,1.3717390366064113e7,8.360643849061062e6,2.0677019278428216e7
response,FR,FR,channel_1,1.4141414141414141,3.6116578969569184e7,2.553958084276678e7,1.3825740088010687e7,8.42391780051134e6,2.088321901453638e7
response,FR,FR,channel_1,1.4343434343434343,3.6632530097705886e7,2.553958084276678e7,1.3932749185961919e7,8.480827423889207e6,2.1086698325701993e7
response,FR,FR,channel_1,1.4545454545454546,3.714848122584259e7,2.553958084276678e7,1.4038446493890671e7,8.531398852215726e6,2.1232887038193595e7
response,FR,FR,channel_1,1.4747474747474747,3.766443235397929e7,2.553958084276678e7,1.4142859959606562e7,8.581949394633304e6,2.1376854870310064e7
response,FR,FR,channel_1,1.494949494949495,3.8180383482116e7,2.553958084276678e7,1.4246016679960987e7,8.650557130165746e6,2.1518927585922852e7
response,FR,FR,channel_1,1.5151515151515151,3.86963346102527e7,2.553958084276678e7,1.4347942934433728e7,8.73361108882971e6,2.1659148563662563e7
response,FR,FR,channel_1,1.5353535353535352,3.9212285738389395e7,2.553958084276678e7,1.4448664217174003e7,8.791877188668668e6,2.179755980218015e7
response,FR,FR,channel_1,1.5555555555555556,3.9728236866526105e7,2.553958084276678e7,1.4548205267566944e7,8.849448076798534e6,2.1934201980217244e7
response,FR,FR,channel_1,1.5757575757575757,4.024418799466281e7,2.553958084276678e7,1.4646590099394443e7,8.906338776547762e6,2.2069114513287794e7
response,FR,FR,channel_1,1.595959595959596,4.076013912279951e7,2.553958084276678e7,1.4743842028656902e7,8.962563835409561e6,2.2201402591848828e7
response,FR,FR,channel_1,1.6161616161616161,4.127609025093621e7,2.553958084276678e7,1.4839983700120224e7,9.018333551528621e6,2.2331976140042968e7
response,FR,FR,channel_1,1.6363636363636365,4.179204137907292e7,2.553958084276678e7,1.4935037112649683e7,9.073995309663577e6,2.246093505725799e7
response,FR,FR,channel_1,1.6565656565656566,4.2307992507209614e7,2.553958084276678e7,1.5029023643389976e7,9.122259609963058e6,2.2588314266430926e7
response,FR,FR,channel_1,1.6767676767676767,4.2823943635346316e7,2.553958084276678e7,1.5121964070848232e7,9.169877451035649e6,2.2714147665543977e7
response,FR,FR,channel_1,1.696969696969697,4.3339894763483025e7,2.553958084276678e7,1.5213878596934078e7,9.216862953153258e6,2.286719655360913e7
response,FR,FR,channel_1,1.7171717171717171,4.385584589161972e7,2.553958084276678e7,1.5304786868008683e7,9.263276100511245e6,2.3042972615047526e7
response,FR,FR,channel_1,1.7373737373737375,4.437179701975643e7,2.553958084276678e7,1.539470799499201e7,9.309513494322073e6,2.3217232459041968e7
response,FR,FR,channel_1,1.7575757575757576,4.488774814789313e7,2.553958084276678e7,1.548366057257532e7,9.355157643123282e6,2.3381910782617904e7
response,FR,FR,channel_1,1.7777777777777777,4.540369927602983e7,2.553958084276678e7,1.5571662697583608e7,9.400221128563918e6,2.350576689815351e7
response,FR,FR,channel_1,1.797979797979798,4.5919650404166535e7,2.553958084276678e7,1.565873198653048e7,9.460531013837034e6,2.362827185899041e7
response,FR,FR,channel_1,1.8181818181818181,4.643560153230324e7,2.553958084276678e7,1.5744885592405787e7,9.523960011387065e6,2.3747716322669145e7
response,FR,FR,channel_1,1.8383838383838385,4.695155266043994e7,2.553958084276678e7,1.5830140220734378e7,9.586991198899647e6,2.386543383006526e7
