observation,date,component,mean,lower_5,upper_95
26,2023-07-31,media:channel_2,0.27550147667167063,0.2755014148472746,0.2755015272685566
26,2023-07-31,media:channel_3,0.16764268178532965,0.16764264892567587,0.16764272486531376
26,2023-07-31,media:channel_4,0.45492343599483015,0.4549230690312587,0.45492379482940104
26,2023-07-31,media:channel_5,0.8108371513393205,0.8108368126687591,0.8108375202298437
26,2023-07-31,media:channel_6,0.2403553183392198,0.24035509178060233,0.2403554733132489
26,2023-07-31,seasonality,0.14740582616977066,0.14740525832365434,0.14740637871476658
27,2023-08-07,intercept,0.843296866036306,0.8432964729872097,0.8432972445345006
27,2023-08-07,media:channel_1,0.0,0.0,0.0
27,2023-08-07,media:channel_2,0.27550147667167063,0.2755014148472746,0.2755015272685566
27,2023-08-07,media:channel_3,0.16764268178532965,0.16764264892567587,0.16764272486531376
27,2023-08-07,media:channel_4,0.45492343599483015,0.4549230690312587,0.45492379482940104
27,2023-08-07,media:channel_5,0.8108371513393205,0.8108368126687591,0.8108375202298437
27,2023-08-07,media:channel_6,0.2403553183392198,0.24035509178060233,0.2403554733132489
27,2023-08-07,seasonality,-0.21121668326638826,-0.2112171569020135,-0.2112162955927343
28,2023-08-14,intercept,0.843296866036306,0.8432964729872097,0.8432972445345006
28,2023-08-14,media:channel_1,0.0,0.0,0.0
28,2023-08-14,media:channel_2,0.27550147667167063,0.2755014148472746,0.2755015272685566
28,2023-08-14,media:channel_3,0.0,0.0,0.0
28,2023-08-14,media:channel_4,0.45492343599483015,0.4549230690312587,0.45492379482940104
28,2023-08-14,media:channel_5,0.8108371513393205,0.8108368126687591,0.8108375202298437
28,2023-08-14,media:channel_6,0.2403553183392198,0.24035509178060233,0.2403554733132489
28,2023-08-14,seasonality,-0.5969920381790987,-0.5969924053134965,-0.5969918466858296
29,2023-08-21,intercept,0.843296866036306,0.8432964729872097,0.8432972445345006
29,2023-08-21,media:channel_1,0.0,0.0,0.0
29,2023-08-21,media:channel_2,0.27550147667167063,0.2755014148472746,0.2755015272685566
29,2023-08-21,media:channel_3,0.0,0.0,0.0
29,2023-08-21,media:channel_4,0.45492343599483015,0.4549230690312587,0.45492379482940104
29,2023-08-21,media:channel_5,0.8108371513393205,0.8108368126687591,0.8108375202298437
29,2023-08-21,media:channel_6,0.2403553183392198,0.24035509178060233,0.2403554733132489
29,2023-08-21,seasonality,-0.9932155929808317,-0.9932158454862556,-0.9932153797550097
30,2023-08-28,intercept,0.843296866036306,0.8432964729872097,0.8432972445345006
30,2023-08-28,media:channel_1,0.0,0.0,0.0
30,2023-08-28,media:channel_2,0.27550147667167063,0.2755014148472746,0.2755015272685566
30,2023-08-28,media:channel_3,0.0,0.0,0.0
30,2023-08-28,media:channel_4,0.0,0.0,0.0
30,2023-08-28,media:channel_5,0.8108371513393205,0.8108368126687591,0.8108375202298437
30,2023-08-28,media:channel_6,0.2403553183392198,0.24035509178060233,0.2403554733132489
30,2023-08-28,seasonality,-1.381929239401685,-1.3819295190023313,-1.3819288517691377
31,2023-09-04,intercept,0.843296866036306,0.8432964729872097,0.8432972445345006
31,2023-09-04,media:channel_1,0.9151860382610227,0.9151855570968069,0.9151866761955041
31,2023-09-04,media:channel_2,0.27550147667167063,0.2755014148472746,0.2755015272685566
31,2023-09-04,media:channel_3,0.0,0.0,0.0
31,2023-09-04,media:channel_4,0.45492343599483015,0.4549230690312587,0.45492379482940104
31,2023-09-04,media:channel_5,0.8108371513393205,0.8108368126687591,0.8108375202298437
31,2023-09-04,media:channel_6,0.2403553183392198,0.24035509178060233,0.2403554733132489
31,2023-09-04,seasonality,-1.7448868249876703,-1.7448873289799758,-1.7448862546105022
32,2023-09-11,intercept,0.843296866036306,0.8432964729872097,0.8432972445345006
32,2023-09-11,media:channel_1,0.9151860382610227,0.9151855570968069,0.9151866761955041
32,2023-09-11,media:channel_2,0.27550147667167063,0.2755014148472746,0.2755015272685566
32,2023-09-11,media:channel_3,0.0,0.0,0.0
32,2023-09-11,media:channel_4,0.45492343599483015,0.4549230690312587,0.45492379482940104
32,2023-09-11,media:channel_5,0.8108371513393205,0.8108368126687591,0.8108375202298437
32,2023-09-11,media:channel_6,0.2403553183392198,0.24035509178060233,0.2403554733132489
32,2023-09-11,seasonality,-2.06454664750336,-2.0645473664196974,-2.0645458974157935
33,2023-09-18,intercept,0.843296866036306,0.8432964729872097,0.8432972445345006
33,2023-09-18,media:channel_1,0.9151860382610227,0.9151855570968069,0.9151866761955041
33,2023-09-18,media:channel_2,0.27550147667167063,0.2755014148472746,0.2755015272685566
33,2023-09-18,media:channel_3,0.16764268178532965,0.16764264892567587,0.16764272486531376
33,2023-09-18,media:channel_4,0.45492343599483015,0.4549230690312587,0.45492379482940104
33,2023-09-18,media:channel_5,0.8108371513393205,0.8108368126687591,0.8108375202298437
33,2023-09-18,media:channel_6,0.2403553183392198,0.24035509178060233,0.2403554733132489
33,2023-09-18,seasonality,-2.3250346163193587,-2.3250355391613535,-2.3250337011854665
34,2023-09-25,intercept,0.843296866036306,0.8432964729872097,0.8432972445345006
34,2023-09-25,media:channel_1,0.9151860382610227,0.9151855570968069,0.9151866761955041
34,2023-09-25,media:channel_2,0.27550147667167063,0.2755014148472746,0.2755015272685566
34,2023-09-25,media:channel_3,0.16764268178532965,0.16764264892567587,0.16764272486531376
34,2023-09-25,media:channel_4,0.45492343599483015,0.4549230690312587,0.45492379482940104
34,2023-09-25,media:channel_5,0.8108371513393205,0.8108368126687591,0.8108375202298437
34,2023-09-25,media:channel_6,0.2403553183392198,0.24035509178060233,0.2403554733132489
34,2023-09-25,seasonality,-2.5130232009310918,-2.5130242979483706,-2.51302214461348
35,2023-10-02,intercept,0.843296866036306,0.8432964729872097,0.8432972445345006
35,2023-10-02,media:channel_1,0.9151860382610227,0.9151855570968069,0.9151866761955041
35,2023-10-02,media:channel_2,0.27550147667167063,0.2755014148472746,0.2755015272685566
35,2023-10-02,media:channel_3,0.16764268178532965,0.16764264892567587,0.16764272486531376
35,2023-10-02,media:channel_4,0.45492343599483015,0.4549230690312587,0.45492379482940104
35,2023-10-02,media:channel_5,0.8108371513393205,0.8108368126687591,0.8108375202298437
35,2023-10-02,media:channel_6,0.2403553183392198,0.24035509178060233,0.2403554733132489
35,2023-10-02,seasonality,-2.6184759731967833,-2.6184772052954486,-2.61847481013696
36,2023-10-09,intercept,0.843296866036306,0.8432964729872097,0.8432972445345006
36,2023-10-09,media:channel_1,0.9151860382610227,0.9151855570968069,0.9151866761955041
36,2023-10-09,media:channel_2,0.27550147667167063,0.2755014148472746,0.2755015272685566
36,2023-10-09,media:channel_3,0.16764268178532965,0.16764264892567587,0.16764272486531376
36,2023-10-09,media:channel_4,0.45492343599483015,0.4549230690312587,0.45492379482940104
36,2023-10-09,media:channel_5,0.8108371513393205,0.8108368126687591,0.8108375202298437
36,2023-10-09,media:channel_6,0.2403553183392198,0.24035509178060233,0.2403554733132489
36,2023-10-09,seasonality,-2.6352151257187075,-2.6352164469885957,-2.635213900562156
37,2023-10-16,intercept,0.843296866036306,0.8432964729872097,0.8432972445345006
37,2023-10-16,media:channel_1,0.9151860382610227,0.9151855570968069,0.9151866761955041
37,2023-10-16,media:channel_2,0.27550147667167063,0.2755014148472746,0.2755015272685566
37,2023-10-16,media:channel_3,0.16764268178532965,0.16764264892567587,0.16764272486531376
37,2023-10-16,media:channel_4,0.45492343599483015,0.4549230690312587,0.45492379482940104
37,2023-10-16,media:channel_5,0.8108371513393205,0.8108368126687591,0.8108375202298437
37,2023-10-16,media:channel_6,0.2403553183392198,0.24035509178060233,0.2403554733132489
37,2023-10-16,seasonality,-2.561279379375768,-2.5612807393753547,-2.5612781431316916
38,2023-10-23,intercept,0.843296866036306,0.8432964729872097,0.8432972445345006
38,2023-10-23,media:channel_1,0.9151860382610227,0.9151855570968069,0.9151866761955041
38,2023-10-23,media:channel_2,0.27550147667167063,0.2755014148472746,0.2755015272685566
38,2023-10-23,media:channel_3,0.16764268178532965,0.16764264892567587,0.16764272486531376
38,2023-10-23,media:channel_4,0.45492343599483015,0.4549230690312587,0.45492379482940104
38,2023-10-23,media:channel_5,0.8108371513393205,0.8108368126687591,0.8108375202298437
38,2023-10-23,media:channel_6,0.2403553183392198,0.24035509178060233,0.2403554733132489
38,2023-10-23,seasonality,-2.3990516020850605,-2.3990529483790075,-2.3990504094674967
39,2023-10-30,intercept,0.843296866036306,0.8432964729872097,0.8432972445345006
39,2023-10-30,media:channel_1,0.9151860382610227,0.9151855570968069,0.9151866761955041
39,2023-10-30,media:channel_2,0.27550147667167063,0.2755014148472746,0.2755015272685566
39,2023-10-30,media:channel_3,0.16764268178532965,0.16764264892567587,0.16764272486531376
39,2023-10-30,media:channel_4,0.45492343599483015,0.4549230690312587,0.45492379482940104
39,2023-10-30,media:channel_5,0.8108371513393205,0.8108368126687591,0.8108375202298437
39,2023-10-30,media:channel_6,0.2403553183392198,0.24035509178060233,0.2403554733132489
39,2023-10-30,seasonality,-2.155148563769977,-2.155149844578263,-2.155147470280684
40,2023-11-06,intercept,0.843296866036306,0.8432964729872097,0.8432972445345006
40,2023-11-06,media:channel_1,0.9151860382610227,0.9151855570968069,0.9151866761955041
40,2023-11-06,media:channel_2,0.27550147667167063,0.2755014148472746,0.2755015272685566
40,2023-11-06,media:channel_3,0.16764268178532965,0.16764264892567587,0.16764272486531376
40,2023-11-06,media:channel_4,0.45492343599483015,0.4549230690312587,0.45492379482940104
40,2023-11-06,media:channel_5,0.8108371513393205,0.8108368126687591,0.8108375202298437
40,2023-11-06,media:channel_6,0.2403553183392198,0.24035509178060233,0.2403554733132489
40,2023-11-06,seasonality,-1.8400787956744131,-1.8400799624856063,-1.840077854592407
41,2023-11-13,intercept,0.843296866036306,0.8432964729872097,0.8432972445345006
41,2023-11-13,media:channel_1,0.9151860382610227,0.9151855570968069,0.9151866761955041
41,2023-11-13,media:channel_2,0.27550147667167063,0.2755014148472746,0.2755015272685566
41,2023-11-13,media:channel_3,0.16764268178532965,0.16764264892567587,0.16764272486531376
41,2023-11-13,media:channel_4,0.45492343599483015,0.4549230690312587,0.45492379482940104
41,2023-11-13,media:channel_5,0.8108371513393205,0.8108368126687591,0.8108375202298437
41,2023-11-13,media:channel_6,0.2403553183392198,0.24035509178060233,0.2403554733132489
41,2023-11-13,seasonality,-1.4676877265620751,-1.4676887365653413,-1.4676869860107873
42,2023-11-20,intercept,0.843296866036306,0.8432964729872097,0.8432972445345006
42,2023-11-20,media:channel_1,0.9151860382610227,0.9151855570968069,0.9151866761955041
42,2023-11-20,media:channel_2,0.27550147667167063,0.2755014148472746,0.2755015272685566
42,2023-11-20,media:channel_3,0.16764268178532965,0.16764264892567587,0.16764272486531376
42,2023-11-20,media:channel_4,0.45492343599483015,0.4549230690312587,0.45492379482940104
42,2023-11-20,media:channel_5,0.8108371513393205,0.8108368126687591,0.8108375202298437
42,2023-11-20,media:channel_6,0.2403553183392198,0.24035509178060233,0.2403554733132489
42,2023-11-20,seasonality,-1.0544213744229651,-1.0544221926237711,-1.0544208593049396
