observation,date,component,mean,lower_5,upper_95
28,2023-08-14,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
28,2023-08-14,holiday,0.0,0.0,0.0
28,2023-08-14,seasonality,-621674.9021192288,-725291.872591442,-509330.13925531576
29,2023-08-21,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
29,2023-08-21,holiday,0.0,0.0,0.0
29,2023-08-21,seasonality,-636191.9412285732,-740520.3873370235,-522161.90908832895
30,2023-08-28,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
30,2023-08-28,holiday,-84913.44593172519,-168848.69307583914,5697.258603914735
30,2023-08-28,seasonality,-642813.9612805209,-752737.2601838046,-534397.5623700594
31,2023-09-04,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
31,2023-09-04,holiday,0.0,0.0,0.0
31,2023-09-04,seasonality,-640297.6305465016,-747021.7012877619,-529022.683011085
32,2023-09-11,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
32,2023-09-11,holiday,0.0,0.0,0.0
32,2023-09-11,seasonality,-627522.0749432032,-735473.0118911506,-518394.0110002868
33,2023-09-18,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
33,2023-09-18,holiday,0.0,0.0,0.0
33,2023-09-18,seasonality,-603571.913082848,-713494.6393063013,-491327.81412658805
34,2023-09-25,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
34,2023-09-25,holiday,0.0,0.0,0.0
34,2023-09-25,seasonality,-567814.0302527269,-670838.9542068115,-459817.7780563795
35,2023-10-02,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
35,2023-10-02,holiday,0.0,0.0,0.0
35,2023-10-02,seasonality,-519963.31316474505,-623514.6085882281,-418717.1319303876
36,2023-10-09,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
36,2023-10-09,holiday,0.0,0.0,0.0
36,2023-10-09,seasonality,-460133.12842756027,-553999.9289628703,-361067.83629984054
37,2023-10-16,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
37,2023-10-16,holiday,0.0,0.0,0.0
37,2023-10-16,seasonality,-388867.13834143773,-486035.23653851467,-292279.4266823896
38,2023-10-23,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
38,2023-10-23,holiday,0.0,0.0,0.0
38,2023-10-23,seasonality,-307150.06202086154,-408444.3453063474,-212263.88756131902
39,2023-10-30,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
39,2023-10-30,holiday,0.0,0.0,0.0
39,2023-10-30,seasonality,-216396.150369527,-311776.40214938874,-123182.23458237422
40,2023-11-06,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
40,2023-11-06,holiday,0.0,0.0,0.0
40,2023-11-06,seasonality,-118415.38387338772,-205265.45132602172,-25468.143834428363
41,2023-11-13,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
41,2023-11-13,holiday,0.0,0.0,0.0
41,2023-11-13,seasonality,-15358.651605605126,-107675.2706937169,78504.30521523382
42,2023-11-20,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
42,2023-11-20,holiday,0.0,0.0,0.0
42,2023-11-20,seasonality,90355.64333827219,-5877.680084612332,183165.74085414835
43,2023-11-27,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
43,2023-11-27,holiday,-84913.44593172519,-168848.69307583914,5697.258603914735
43,2023-11-27,seasonality,196130.050658188,94927.40758288972,292282.947385377
44,2023-12-04,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
44,2023-12-04,holiday,0.0,0.0,0.0
44,2023-12-04,seasonality,299287.2459592919,197715.8712675839,396940.640215482
45,2023-12-11,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
45,2023-12-11,holiday,0.0,0.0,0.0
45,2023-12-11,seasonality,397174.9208324487,290195.96444136836,493763.95950728306
46,2023-12-18,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
46,2023-12-18,holiday,0.0,0.0,0.0
46,2023-12-18,seasonality,487271.0545684207,381769.02363680507,588252.9984256547
47,2023-12-25,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
47,2023-12-25,holiday,-169826.89186345038,-337697.3861516783,11394.51720782947
47,2023-12-25,seasonality,567284.1837007817,454889.6410367643,673790.8923016139
48,2024-01-01,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
48,2024-01-01,holiday,-169826.89186345038,-337697.3861516783,11394.51720782947
48,2024-01-01,seasonality,637426.6468921812,526593.9651551768,746467.9764570772
49,2024-01-08,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
49,2024-01-08,holiday,0.0,0.0,0.0
49,2024-01-08,seasonality,691247.2556147877,582636.7431187861,799255.7436888672
50,2024-01-15,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
50,2024-01-15,holiday,0.0,0.0,0.0
50,2024-01-15,seasonality,730286.5748206876,623134.9125943572,843214.473447022
51,2024-01-22,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
51,2024-01-22,holiday,0.0,0.0,0.0
51,2024-01-22,seasonality,753929.3058866115,646587.2767105242,869014.2470598271
52,2024-01-29,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
52,2024-01-29,holiday,0.0,0.0,0.0
52,2024-01-29,seasonality,762061.3534267774,654339.5838047343,876510.4899448117
53,2024-02-05,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
53,2024-02-05,holiday,0.0,0.0,0.0
53,2024-02-05,seasonality,755058.2990379239,647226.1938785571,870409.5227179208
54,2024-02-12,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
54,2024-02-12,holiday,0.0,0.0,0.0
54,2024-02-12,seasonality,733751.4847672826,625873.3425098775,843029.7731456833
55,2024-02-19,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
55,2024-02-19,holiday,0.0,0.0,0.0
55,2024-02-19,seasonality,699373.8412385258,594749.6901563739,811803.7595139
56,2024-02-26,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
56,2024-02-26,holiday,0.0,0.0,0.0
56,2024-02-26,seasonality,653488.6768880023,557728.6404708636,761375.708548173
57,2024-03-04,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
57,2024-03-04,holiday,0.0,0.0,0.0
57,2024-03-04,seasonality,597905.5393259482,498865.5664780497,699396.54751318
58,2024-03-11,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
58,2024-03-11,holiday,-84913.44593172519,-168848.69307583914,5697.258603914735
58,2024-03-11,seasonality,534587.9170977611,441446.5538123896,635845.9972643562
59,2024-03-18,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
59,2024-03-18,holiday,-84913.44593172519,-168848.69307583914,5697.258603914735
59,2024-03-18,seasonality,465557.9334292701,372155.6388936331,567431.138257171
60,2024-03-25,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
60,2024-03-25,holiday,-84913.44593172519,-168848.69307583914,5697.258603914735
60,2024-03-25,seasonality,392803.272041935,297077.7145414682,493634.4243041284
61,2024-04-01,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
61,2024-04-01,holiday,-84913.44593172519,-168848.69307583914,5697.258603914735
61,2024-04-01,seasonality,318191.36494344095,223001.45714258798,414666.691554445
62,2024-04-08,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
62,2024-04-08,holiday,0.0,0.0,0.0
62,2024-04-08,seasonality,243395.37654616532,151442.71060308244,334309.8921508556
63,2024-04-15,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
63,2024-04-15,holiday,0.0,0.0,0.0
63,2024-04-15,seasonality,169835.76725061634,77245.26933936101,257417.16650628595
64,2024-04-22,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
64,2024-04-22,holiday,0.0,0.0,0.0
64,2024-04-22,seasonality,98640.25713260159,7355.814605977038,188574.91346029032
65,2024-04-29,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
65,2024-04-29,holiday,0.0,0.0,0.0
65,2024-04-29,seasonality,30623.89306392381,-65245.50961302735,115748.99597229034
66,2024-05-06,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
66,2024-05-06,holiday,-84913.44593172519,-168848.69307583914,5697.258603914735
66,2024-05-06,seasonality,-33710.28423087179,-129648.97028096013,54949.890036586716
67,2024-05-13,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
67,2024-05-13,holiday,0.0,0.0,0.0
67,2024-05-13,seasonality,-94150.70269277357,-190612.15760147493,-2876.6678036248477
68,2024-05-20,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
68,2024-05-20,holiday,0.0,0.0,0.0
68,2024-05-20,seasonality,-150738.75443034995,-249256.02867303306,-55696.73478868657
69,2024-05-27,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
69,2024-05-27,holiday,-84913.44593172519,-168848.69307583914,5697.258603914735
69,2024-05-27,seasonality,-203715.28124694724,-297444.38424000685,-104073.89162686322
70,2024-06-03,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
70,2024-06-03,holiday,0.0,0.0,0.0
70,2024-06-03,seasonality,-253455.87954533118,-351378.8891569601,-152186.8368395321
71,2024-06-10,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
71,2024-06-10,holiday,0.0,0.0,0.0
71,2024-06-10,seasonality,-300399.4945147233,-403161.9807024894,-197478.69643742868
72,2024-06-17,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
72,2024-06-17,holiday,0.0,0.0,0.0
72,2024-06-17,seasonality,-344975.1453957491,-445978.11561982904,-242395.85846295275
73,2024-06-24,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
73,2024-06-24,holiday,0.0,0.0,0.0
73,2024-06-24,seasonality,-387531.7056052306,-492274.86761232064,-280333.25249785004
74,2024-07-01,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
74,2024-07-01,holiday,0.0,0.0,0.0
74,2024-07-01,seasonality,-428275.4492276132,-531130.3757681091,-320588.50795772707
75,2024-07-08,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
75,2024-07-08,holiday,-84913.44593172519,-168848.69307583914,5697.258603914735
75,2024-07-08,seasonality,-467219.5816164737,-567861.8547881021,-355945.4994529204
76,2024-07-15,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
76,2024-07-15,holiday,0.0,0.0,0.0
76,2024-07-15,seasonality,-504149.2257573041,-602325.6337217647,-394450.291632553
77,2024-07-22,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
77,2024-07-22,holiday,0.0,0.0,0.0
77,2024-07-22,seasonality,-538604.3814741074,-639426.2590241784,-428195.5213504584
78,2024-07-29,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
78,2024-07-29,holiday,0.0,0.0,0.0
78,2024-07-29,seasonality,-569882.2675204935,-671907.5888207082,-462525.4084889821
79,2024-08-05,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
79,2024-08-05,holiday,-84913.44593172519,-168848.69307583914,5697.258603914735
79,2024-08-05,seasonality,-597059.2619890983,-699822.6842885679,-484434.6297269976
80,2024-08-12,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
80,2024-08-12,holiday,0.0,0.0,0.0
80,2024-08-12,seasonality,-619031.4443531968,-723143.7697528992,-506649.0450956726
81,2024-08-19,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
81,2024-08-19,holiday,0.0,0.0,0.0
81,2024-08-19,seasonality,-634571.5839577819,-738404.5072671745,-521565.71247981116
82,2024-08-26,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
82,2024-08-26,holiday,-84913.44593172519,-168848.69307583914,5697.258603914735
82,2024-08-26,seasonality,-642399.3830018524,-752090.2844598538,-533452.7141118329
83,2024-09-02,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
83,2024-09-02,holiday,0.0,0.0,0.0
83,2024-09-02,seasonality,-641260.9281098841,-748354.6000608039,-529826.9972980088
84,2024-09-09,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
84,2024-09-09,holiday,0.0,0.0,0.0
84,2024-09-09,seasonality,-630012.6840563063,-737388.6873241129,-521991.6927979503
85,2024-09-16,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
85,2024-09-16,holiday,0.0,0.0,0.0
85,2024-09-16,seasonality,-607705.0131892364,-715009.2331697582,-497099.8222108662
86,2024-09-23,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
86,2024-09-23,holiday,0.0,0.0,0.0
86,2024-09-23,seasonality,-573660.1460743254,-677425.9949217818,-464840.99119816744
87,2024-09-30,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
87,2024-09-30,holiday,0.0,0.0,0.0
87,2024-09-30,seasonality,-527539.767432499,-630696.4676445368,-427373.22067507525
88,2024-10-07,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
88,2024-10-07,holiday,0.0,0.0,0.0
88,2024-10-07,seasonality,-469397.90399072,-565306.4357987727,-370185.1362632364
89,2024-10-14,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
89,2024-10-14,holiday,0.0,0.0,0.0
89,2024-10-14,seasonality,-399715.5783540928,-495756.68907197384,-303070.4254358636
90,2024-10-21,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
90,2024-10-21,holiday,0.0,0.0,0.0
90,2024-10-21,seasonality,-319414.6815898519,-419620.84083303146,-223622.0341294565
91,2024-10-28,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
91,2024-10-28,holiday,0.0,0.0,0.0
91,2024-10-28,seasonality,-229849.6607524742,-323861.3778930307,-134934.9602737674
92,2024-11-04,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
92,2024-11-04,holiday,0.0,0.0,0.0
92,2024-11-04,seasonality,-132776.85087866185,-221148.29906006786,-39698.72177707284
93,2024-11-11,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
93,2024-11-11,holiday,0.0,0.0,0.0
93,2024-11-11,seasonality,-30302.533538034226,-121947.00946018274,63407.66819911871
94,2024-11-18,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
94,2024-11-18,holiday,0.0,0.0,0.0
94,2024-11-18,seasonality,75187.99591112846,-20604.411543944756,168410.83514556495
95,2024-11-25,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
95,2024-11-25,holiday,-84913.44593172519,-168848.69307583914,5697.258603914735
95,2024-11-25,seasonality,181116.99150736965,80449.95998210355,277596.9634738681
96,2024-12-02,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
96,2024-12-02,holiday,0.0,0.0,0.0
96,2024-12-02,seasonality,284812.1941244829,181168.3591816722,381603.0104679227
97,2024-12-09,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
97,2024-12-09,holiday,0.0,0.0,0.0
97,2024-12-09,seasonality,383611.22659010167,277210.39093776053,480309.5423029629
98,2024-12-16,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
98,2024-12-16,holiday,0.0,0.0,0.0
98,2024-12-16,seasonality,474967.1426511677,367866.6164000189,575777.5040197837
99,2024-12-23,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
99,2024-12-23,holiday,-169826.89186345038,-337697.3861516783,11394.51720782947
99,2024-12-23,seasonality,556549.7343797709,442912.46853745315,662461.7701720021
100,2024-12-30,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
100,2024-12-30,holiday,-169826.89186345038,-337697.3861516783,11394.51720782947
100,2024-12-30,seasonality,626337.4123744196,515234.52234133676,735392.2935929116
101,2025-01-06,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
101,2025-01-06,holiday,0.0,0.0,0.0
101,2025-01-06,seasonality,677338.884682133,567872.8603792952,787287.4259813334
102,2025-01-13,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
102,2025-01-13,holiday,0.0,0.0,0.0
102,2025-01-13,seasonality,720686.039397592,612818.2235553444,832589.1597572729
103,2025-01-20,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
103,2025-01-20,holiday,0.0,0.0,0.0
103,2025-01-20,seasonality,748761.3389843783,639253.5320972534,864742.6207961903
104,2025-01-27,intercept,1.4706766030441818e6,1.318068580416638e6,1.5940345350173924e6
104,2025-01-27,holiday,0.0,0.0,0.0
104,2025-01-27,seasonality,761307.6501900866,653969.814043396,877290.257393151
